Customer,Time of arrival,Number of people at arrival,Number of people currently in queue at arrival,Which 10 min interval in day,Which day in week,Time of start of service,Departure time,Wait time,
0,99.944,1,0,9,0,99.944,135.075,0,
1,138.546,1,0,13,0,138.546,187.116,0,
2,147.868,2,1,14,0,187.116,207.588,39.2478,
3,178.827,3,2,17,0,207.588,239.675,28.7614,
4,232.408,2,1,23,0,239.675,273.274,7.26714,
5,244.917,2,1,24,0,273.274,313.653,28.3572,
6,277.961,2,1,27,0,313.653,325.32,35.6916,
7,341,1,0,34,0,341,352.726,0,
8,347.302,2,1,34,0,352.726,363.029,5.4238,
9,380.803,1,0,38,0,380.803,393.75,0,
10,396.347,1,0,39,0,396.347,408.207,0,
11,397.597,2,1,39,0,408.207,417.086,10.6093,
12,405.912,3,2,40,0,417.086,424.618,11.1736,
13,421.878,2,1,42,0,424.618,435.022,2.74048,
14,424.401,3,2,42,0,435.022,442.319,10.6206,
15,431.828,3,2,43,0,442.319,450.121,10.4912,
16,439.727,3,2,43,0,450.121,458.463,10.3948,
17,449.429,3,2,44,0,450.121,462.357,0.692169,
18,462.128,2,0,46,0,462.128,468.817,0,
19,500.219,1,0,50,0,500.219,507.018,0,
20,507.554,1,0,50,0,507.554,517.327,0,
21,526.052,1,0,52,0,526.052,537.09,0,
22,531.912,2,0,53,0,531.912,541.56,0,
23,534.165,3,1,53,0,537.09,548.528,2.9245,
24,535.823,4,2,53,0,541.56,550.852,5.73792,
25,553.941,1,0,55,0,553.941,560.8,0,
26,558.372,2,0,55,0,558.372,568.779,0,
27,568.624,2,0,56,0,568.624,579.665,0,
28,578.632,2,0,57,0,578.632,587.9,0,
29,586.69,2,0,58,0,586.69,595.384,0,
30,610.813,1,0,61,0,610.813,651.755,0,
31,614.485,2,0,61,0,614.485,627.347,0,
32,617.467,3,0,61,0,617.467,649.174,0,
33,617.772,4,1,61,0,620.186,657.43,2.41406,
34,620.186,5,1,62,0,627.347,653.351,7.16125,
35,625.952,6,2,62,0,649.174,689.282,23.2221,
36,628.922,6,2,62,0,651.755,692.48,22.8326,
37,636.443,7,3,63,0,653.351,696.09,16.9072,
38,646.614,8,4,64,0,657.43,672.684,10.8163,
39,652.037,7,3,65,0,672.684,711.949,20.6463,
40,660.37,6,2,66,0,689.282,721.236,28.9118,
41,683.351,6,2,68,0,692.48,743.711,9.12903,
42,709.935,4,0,70,0,709.935,738.77,0,
43,715.701,4,0,71,0,715.701,743.028,0,
44,718.997,5,1,71,0,721.236,756.43,2.2395,
45,723.886,5,1,72,0,738.77,766.961,14.8832,
46,728.717,6,2,72,0,743.028,773.086,14.3108,
47,744.364,4,0,74,0,744.364,774.214,0,
48,746.234,5,1,74,0,756.43,785.019,10.1962,
49,751.315,6,2,75,0,766.961,798.483,15.6462,
50,763.002,6,2,76,0,773.086,791.808,10.0847,
51,765.206,7,3,76,0,774.214,802.923,9.00818,
52,769.792,7,3,76,0,785.019,814.756,15.2271,
53,770.026,8,4,77,0,791.808,824.596,21.7819,
54,771.283,9,5,77,0,798.483,837.519,27.1996,
55,779.981,8,4,77,0,802.923,815.442,22.9423,
56,804.872,5,1,80,0,814.756,849.582,9.8844,
57,820.35,4,0,82,0,820.35,850.253,0,
58,822.005,5,1,82,0,824.596,843.734,2.59143,
59,846.001,3,0,84,0,846.001,861.986,0,
60,864.754,1,0,86,0,864.754,875.734,0,
61,868.624,2,0,86,0,868.624,890.11,0,
62,889.539,2,0,88,0,889.539,912.288,0,
63,890.572,2,0,89,0,890.572,918.088,0,
64,907.002,3,0,90,0,907.002,942.254,0,
65,913.898,3,0,91,0,913.898,946.387,0,
66,914.556,4,0,91,0,914.556,932.53,0,
67,918.154,4,0,91,0,918.154,948.327,0,
68,945.494,3,0,94,0,945.494,978.155,0,
69,956.421,2,0,95,0,956.421,994.532,0,
70,972.082,3,0,97,0,972.082,997.262,0,
71,972.503,4,0,97,0,972.503,1010.12,0,
72,991.24,4,0,99,0,991.24,1017.21,0,
73,991.636,5,0,99,0,991.636,1022.41,0,
74,993.056,6,1,99,0,994.532,1020.38,1.47516,
75,996.927,6,1,99,0,997.262,1030.78,0.334229,
76,1030.72,2,0,103,0,1030.72,1054.83,0,
77,1054.24,2,0,105,0,1054.24,1066.63,0,
78,1067.36,1,0,106,0,1067.36,1112.23,0,
79,1070.4,2,0,107,0,1070.4,1090.62,0,
80,1077.85,3,0,107,0,1077.85,1112.98,0,
81,1082.82,4,0,108,0,1082.82,1137.84,0,
82,1091.02,4,0,109,0,1091.02,1120.94,0,
83,1094.09,5,0,109,0,1094.09,1107.13,0,
84,1129.61,2,0,112,0,1129.61,1148.79,0,
85,1133.72,3,0,113,0,1133.72,1162.48,0,
86,1159.14,2,0,115,0,1159.14,1185.65,0,
87,1162.68,2,0,116,0,1162.68,1210.99,0,
88,1171.56,3,0,117,0,1171.56,1203.74,0,
89,1180.72,4,0,118,0,1180.72,1218.99,0,
90,1186.25,4,0,118,0,1186.25,1227.06,0,
91,1227.76,1,0,122,0,1227.76,1256.51,0,
92,1256.41,2,0,125,0,1256.41,1273.38,0,
93,1261.26,2,0,126,0,1261.26,1291.38,0,
94,1300.79,1,0,130,0,1300.79,1329.89,0,
95,1312.29,2,0,131,0,1312.29,1370.77,0,
96,1330.94,2,0,133,0,1330.94,1360.18,0,
97,1335.01,3,0,133,0,1335.01,1361.91,0,
98,1341.41,4,1,134,0,1360.18,1388.36,18.7711,
99,1348.49,5,2,134,0,1361.91,1392.27,13.4209,
100,1459.62,1,0,1,1,1459.62,1472.51,0,
101,1504.86,1,0,6,1,1504.86,1550.86,0,
102,1590.13,1,0,15,1,1590.13,1628.76,0,
103,1607.98,2,1,16,1,1628.76,1672.22,20.7778,
104,1627.9,3,2,18,1,1672.22,1700.24,44.3173,
105,1643.25,3,2,20,1,1700.24,1720.65,56.9908,
106,1646.48,4,3,20,1,1720.65,1740.79,74.1671,
107,1662.43,5,4,22,1,1740.79,1751.44,78.3591,
108,1677.13,5,4,23,1,1751.44,1759.82,74.311,
109,1737.89,4,3,29,1,1759.82,1768.75,21.9335,
110,1770.07,1,0,33,1,1770.07,1779.25,0,
111,1800.86,1,0,36,1,1800.86,1810.17,0,
112,1805.56,2,1,36,1,1810.17,1817.73,4.60669,
113,1857.29,1,0,41,1,1857.29,1868.06,0,
114,1921.13,1,0,48,1,1921.13,1930.34,0,
115,1921.8,2,0,48,1,1921.8,1932.62,0,
116,1923,3,1,48,1,1930.34,1942.43,7.33972,
117,1929.5,4,2,48,1,1932.62,1942.66,3.12134,
118,1950.08,1,0,51,1,1950.08,1961.56,0,
119,1969.58,1,0,52,1,1969.58,1981.12,0,
120,1974.85,2,0,53,1,1974.85,1986.61,0,
121,2000.56,1,0,56,1,2000.56,2005.94,0,
122,2014.5,1,0,57,1,2014.5,2019.58,0,
123,2026.95,1,0,58,1,2026.95,2037.73,0,
124,2028.05,2,0,58,1,2028.05,2039.66,0,
125,2028.68,3,1,58,1,2037.73,2047.39,9.04822,
126,2042.09,2,0,60,1,2042.09,2080.95,0,
127,2048.75,2,0,60,1,2048.75,2074.28,0,
128,2050.29,3,0,61,1,2050.29,2049.02,0,
129,2051.2,3,0,61,1,2051.2,2078.49,0,
130,2064.79,4,0,62,1,2064.79,2091.88,0,
131,2068.85,5,1,62,1,2074.28,2106,5.42358,
132,2071.51,6,2,63,1,2078.49,2108.56,6.98022,
133,2091.06,4,0,65,1,2091.06,2102.45,0,
134,2103.29,3,0,66,1,2103.29,2136.88,0,
135,2106.78,3,0,66,1,2106.78,2141.76,0,
136,2117.29,3,0,67,1,2117.29,2159.09,0,
137,2122.36,4,0,68,1,2122.36,2139.09,0,
138,2123,5,1,68,1,2136.88,2147.51,13.8789,
139,2128.47,6,2,68,1,2139.09,2172.41,10.6128,
140,2129.02,7,3,68,1,2141.76,2160.48,12.7424,
141,2139.88,6,2,69,1,2147.51,2173.22,7.62891,
142,2145.89,6,2,70,1,2159.09,2194.7,13.2061,
143,2152.14,6,2,71,1,2160.48,2191.2,8.34106,
144,2155.97,7,3,71,1,2172.41,2223.8,16.4414,
145,2158.41,8,4,71,1,2173.22,2214.31,14.8044,
146,2162.52,7,3,72,1,2191.2,2195.73,28.6833,
147,2168.63,8,4,72,1,2194.7,2226.3,26.0703,
148,2181.07,7,3,74,1,2195.73,2228.29,14.6631,
149,2184.31,8,4,74,1,2214.31,2245.23,29.9927,
150,2199.02,6,2,75,1,2223.8,2257.75,24.7793,
151,2204.53,7,3,76,1,2226.3,2266.13,21.7637,
152,2209.18,8,4,76,1,2228.29,2272.51,19.1021,
153,2221.52,8,4,78,1,2245.23,2285.01,23.7036,
154,2223.19,9,5,78,1,2257.75,2287.98,34.5588,
155,2231.58,7,3,79,1,2266.13,2294.76,34.5479,
156,2235.86,8,4,79,1,2272.51,2303.23,36.646,
157,2238.96,9,5,79,1,2285.01,2320.1,46.0454,
158,2239.96,10,6,79,1,2287.98,2316.71,48.0164,
159,2261.99,9,5,82,1,2294.76,2315,32.7734,
160,2282.66,8,4,84,1,2303.23,2332.14,20.573,
161,2291.73,7,3,85,1,2315,2324.01,23.272,
162,2296.2,7,3,85,1,2315,2337.63,18.8032,
163,2322.72,4,0,88,1,2322.72,2347.73,0,
164,2335.64,3,0,89,1,2335.64,2364.81,0,
165,2338.65,3,0,89,1,2338.65,2376.11,0,
166,2346.89,4,0,90,1,2346.89,2391.45,0,
167,2347.2,5,0,90,1,2347.2,2393.33,0,
168,2354.55,5,0,91,1,2354.55,2398.24,0,
169,2407.78,1,0,96,1,2407.78,2426.91,0,
170,2420.46,2,0,98,1,2420.46,2453.51,0,
171,2438.81,2,0,99,1,2438.81,2462.94,0,
172,2455.44,2,0,101,1,2455.44,2496.9,0,
173,2473.26,2,0,103,1,2473.26,2497.51,0,
174,2481.83,3,0,104,1,2481.83,2517.05,0,
175,2501.55,2,0,106,1,2501.55,2542.12,0,
176,2503.6,3,0,106,1,2503.6,2518.96,0,
177,2513.84,4,0,107,1,2513.84,2534.81,0,
178,2524.12,3,0,108,1,2524.12,2545.19,0,
179,2528.62,4,0,108,1,2528.62,2568.14,0,
180,2528.63,5,0,108,1,2528.63,2563.8,0,
181,2532.11,6,1,109,1,2534.81,2561.73,2.69971,
182,2552.85,4,0,111,1,2552.85,2587.18,0,
183,2561.98,4,0,112,1,2561.98,2574.33,0,
184,2576.56,2,0,113,1,2576.56,2614.07,0,
185,2581.5,3,0,114,1,2581.5,2608.08,0,
186,2589.58,3,0,114,1,2589.58,2626.71,0,
187,2592.62,4,0,115,1,2592.62,2602.78,0,
188,2593.61,5,1,115,1,2602.78,2646.26,9.16968,
189,2627.56,2,0,118,1,2627.56,2650.16,0,
190,2628.85,3,0,118,1,2628.85,2658.11,0,
191,2641.69,4,0,120,1,2641.69,2664.48,0,
192,2645.24,5,1,120,1,2646.26,2668.49,1.02246,
193,2678.14,1,0,123,1,2678.14,2720.11,0,
194,2703.06,2,0,126,1,2703.06,2724.16,0,
195,2749.05,1,0,130,1,2749.05,2774.21,0,
196,2761.39,2,0,132,1,2761.39,2796.67,0,
197,2798.72,1,0,135,1,2798.72,2819.49,0,
198,2842.11,1,0,140,1,2842.11,2868.77,0,
199,2848.86,2,0,140,1,2848.86,2871.22,0,
200,2857.08,3,0,141,1,2857.08,2872.2,0,
201,2866.8,4,1,142,1,2868.77,2905.33,1.96484,
202,2877.93,2,0,143,1,2877.93,2917.01,0,
203,2891.45,3,0,1,2,2891.45,2921.28,0,
204,2899.66,4,1,1,2,2917.01,2951.89,17.3501,
205,2983.17,1,0,10,2,2983.17,3008.05,0,
206,2999.48,2,0,11,2,2999.48,3043.1,0,
207,3005.53,3,1,12,2,3043.1,3074.53,37.5703,
208,3010.33,3,2,13,2,3074.53,3110.68,64.2034,
209,3010.37,4,3,13,2,3110.68,3147.74,100.307,
210,3041.3,5,4,16,2,3147.74,3185.52,106.432,
211,3055.83,5,4,17,2,3185.52,3197.37,129.688,
212,3091.86,5,4,21,2,3197.37,3205.12,105.51,
213,3093.91,6,5,21,2,3205.12,3215.36,111.215,
214,3102.22,7,6,22,2,3215.36,3226.58,113.146,
215,3126.53,7,6,24,2,3226.58,3234.72,100.055,
216,3185.43,7,6,30,2,3234.72,3241.67,49.2893,
217,3196.97,7,6,31,2,3241.67,3253.53,44.7031,
218,3254.1,1,0,37,2,3254.1,3263.2,0,
219,3267.7,1,0,38,2,3267.7,3277.67,0,
220,3270.76,2,1,39,2,3277.67,3288.97,6.90576,
221,3280.61,2,1,40,2,3288.97,3301.25,8.35718,
222,3300.12,2,1,42,2,3301.25,3309.79,1.12451,
223,3311.95,1,0,43,2,3311.95,3319.69,0,
224,3315.16,2,1,43,2,3319.69,3329.46,4.53271,
225,3330.88,1,0,45,2,3330.88,3341.56,0,
226,3338.07,2,0,45,2,3338.07,3345.29,0,
227,3339.01,3,1,45,2,3341.56,3352.47,2.55054,
228,3343.63,3,1,46,2,3345.29,3358.05,1.66528,
229,3348.42,3,1,46,2,3352.47,3363.5,4.05713,
230,3356.71,3,1,47,2,3358.05,3370.13,1.34448,
231,3359.94,3,1,47,2,3363.5,3377.71,3.55737,
232,3361.09,4,2,48,2,3370.13,3380.36,9.03613,
233,3362.19,5,3,48,2,3377.71,3387.15,15.5266,
234,3414.6,1,0,53,2,3414.6,3423.66,0,
235,3414.85,2,0,53,2,3414.85,3420,0,
236,3430.07,1,0,55,2,3430.07,3437.71,0,
237,3431.91,2,0,55,2,3431.91,3441.87,0,
238,3445.2,1,0,56,2,3445.2,3455.84,0,
239,3451.41,2,0,57,2,3451.41,3460.7,0,
240,3462.51,1,0,58,2,3462.51,3472.41,0,
241,3470.04,2,0,59,2,3470.04,3482.31,0,
242,3518.02,1,0,63,2,3518.02,3564.04,0,
243,3520.89,2,0,64,2,3520.89,3561.63,0,
244,3521.61,3,0,64,2,3521.61,3549.75,0,
245,3528.91,4,0,64,2,3528.91,3548.75,0,
246,3531.79,5,1,65,2,3548.75,3585.94,16.9607,
247,3538.98,6,2,65,2,3549.75,3570.86,10.7742,
248,3539.93,7,3,65,2,3561.63,3598.67,21.6958,
249,3562.43,5,1,68,2,3564.04,3596.18,1.61279,
250,3573.99,4,0,69,2,3573.99,3597.93,0,
251,3577.23,5,1,69,2,3585.94,3620.7,8.71069,
252,3579.05,6,2,69,2,3596.18,3625.84,17.1262,
253,3582.43,7,3,70,2,3597.93,3620.46,15.5059,
254,3624.99,2,0,74,2,3624.99,3657.45,0,
255,3638.9,2,0,75,2,3638.9,3676.38,0,
256,3639.11,3,0,75,2,3639.11,3654.39,0,
257,3641.85,4,0,76,2,3641.85,3685.69,0,
258,3643.46,5,1,76,2,3654.39,3707.88,10.925,
259,3649.49,6,2,76,2,3657.45,3693.13,7.95972,
260,3653.07,7,3,77,2,3676.38,3707.97,23.3103,
261,3672.1,6,2,79,2,3685.69,3728.58,13.5938,
262,3685.64,6,2,80,2,3693.13,3718.7,7.4895,
263,3687.64,6,2,80,2,3707.88,3731.35,20.2439,
264,3695.87,6,2,81,2,3707.97,3737,12.1089,
265,3718.63,5,1,83,2,3718.7,3755.22,0.065918,
266,3722.91,5,1,84,2,3728.58,3760.39,5.6709,
267,3749.16,3,0,86,2,3749.16,3775.44,0,
268,3765.55,2,0,88,2,3765.55,3813.65,0,
269,3785.29,2,0,90,2,3785.29,3823.48,0,
270,3798.67,3,0,91,2,3798.67,3832.9,0,
271,3802.73,4,0,92,2,3802.73,3820.81,0,
272,3821.76,3,0,94,2,3821.76,3840.66,0,
273,3822.13,4,0,94,2,3822.13,3846.74,0,
274,3831.36,4,0,95,2,3831.36,3861.51,0,
275,3832.71,5,0,95,2,3832.71,3871.35,0,
276,3836.14,5,0,95,2,3836.14,3852.26,0,
277,3852.71,3,0,97,2,3852.71,3872.8,0,
278,3861.53,3,0,98,2,3861.53,3900,0,
279,3875.05,2,0,99,2,3875.05,3908.82,0,
280,3877.31,3,0,99,2,3877.31,3916.62,0,
281,3879.64,4,0,99,2,3879.64,3907.11,0,
282,3896.24,5,0,101,2,3896.24,3930.88,0,
283,3902.6,5,0,102,2,3902.6,3935.61,0,
284,3904.48,6,1,102,2,3907.11,3966.24,2.63232,
285,3911.01,5,0,103,2,3911.01,3947.12,0,
286,3926.2,5,0,104,2,3926.2,3961.44,0,
287,3933.3,5,0,105,2,3933.3,3976.41,0,
288,3938.73,5,0,105,2,3938.73,3972.37,0,
289,3941.9,6,1,106,2,3947.12,3988.16,5.21533,
290,3951.28,6,1,107,2,3961.44,3995.26,10.157,
291,3957.13,7,2,107,2,3966.24,3996.03,9.10913,
292,3987.64,4,0,110,2,3987.64,4027.93,0,
293,4059.93,1,0,117,2,4059.93,4091,0,
294,4066.95,2,0,118,2,4066.95,4100.97,0,
295,4101.22,1,0,122,2,4101.22,4120.92,0,
296,4123.82,1,0,124,2,4123.82,4140.18,0,
297,4131.71,2,0,125,2,4131.71,4183.74,0,
298,4153.95,2,0,127,2,4153.95,4196.29,0,
299,4221.65,1,0,134,2,4221.65,4252.63,0,
300,4291.51,1,0,141,2,4291.51,4316.29,0,
301,4296.01,2,0,141,2,4296.01,4325.5,0,
302,4302.33,3,0,142,2,4302.33,4358.27,0,
303,4322.38,3,0,0,3,4322.38,4351,0,
304,4358.07,2,0,3,3,4358.07,4383.16,0,
305,4364.23,2,0,4,3,4364.23,4391.73,0,
306,4546.12,1,0,22,3,4546.12,4566.62,0,
307,4559.64,2,1,23,3,4566.62,4604.24,6.98096,
308,4559.87,3,2,23,3,4604.24,4640.05,44.3701,
309,4581.3,3,2,26,3,4640.05,4651.02,58.751,
310,4586.62,4,3,26,3,4651.02,4659.93,64.4053,
311,4591.65,5,4,27,3,4659.93,4672.64,68.2812,
312,4596.27,6,5,27,3,4672.64,4685.46,76.3721,
313,4674.63,2,1,35,3,4685.46,4696.48,10.8237,
314,4687.88,2,1,36,3,4696.48,4703.99,8.59912,
315,4699.11,2,1,37,3,4703.99,4710.61,4.875,
316,4730.14,1,0,41,3,4730.14,4743.28,0,
317,4767.4,1,0,44,3,4767.4,4776.76,0,
318,4768.05,2,1,44,3,4773.75,4784.92,5.70605,
319,4773.75,3,1,45,3,4776.76,4786.22,3.01123,
320,4785.51,2,0,46,3,4785.51,4794.4,0,
321,4788.03,2,0,46,3,4788.03,4799.97,0,
322,4801.26,1,0,48,3,4801.26,4811.79,0,
323,4804.82,2,0,48,3,4804.82,4817.11,0,
324,4821.39,1,0,50,3,4821.39,4831.68,0,
325,4825,2,0,50,3,4825,4835.71,0,
326,4839.64,1,0,51,3,4839.64,4850.25,0,
327,4868.3,1,0,54,3,4868.3,4880.51,0,
328,4871.49,2,0,55,3,4871.49,4881.22,0,
329,4880.76,2,0,56,3,4880.76,4891,0,
330,4881.58,2,0,56,3,4881.58,4891.9,0,
331,4914.3,1,0,59,3,4914.3,4920.54,0,
332,4922.52,1,0,60,3,4922.52,4956.17,0,
333,4934.91,2,0,61,3,4934.91,4966.68,0,
334,4945.21,3,0,62,3,4945.21,4995.94,0,
335,4951.98,4,0,63,3,4951.98,4973.4,0,
336,4954.11,5,1,63,3,4956.17,4982.24,2.06152,
337,4975.69,3,0,65,3,4975.69,5000.27,0,
338,4989.45,3,0,66,3,4989.45,5013.25,0,
339,4992.32,4,0,67,3,4992.32,5010.74,0,
340,4999.31,4,0,67,3,4999.31,5035.41,0,
341,5017.04,2,0,69,3,5017.04,5045.7,0,
342,5020.47,3,0,70,3,5020.47,5043.53,0,
343,5026.21,4,0,70,3,5026.21,5054.32,0,
344,5026.75,5,1,70,3,5035.41,5068.21,8.66113,
345,5029.11,6,2,70,3,5043.53,5065.33,14.4165,
346,5030.74,7,3,71,3,5045.7,5088.21,14.958,
347,5031.68,8,4,71,3,5054.32,5083.66,22.6387,
348,5038.18,8,4,71,3,5065.33,5088.04,27.1445,
349,5042.59,9,5,72,3,5068.21,5094.09,25.6143,
350,5058.09,7,3,73,3,5083.66,5120.91,25.5703,
351,5068.26,6,2,74,3,5088.04,5127.06,19.7856,
352,5072.57,7,3,75,3,5088.21,5122.19,15.6465,
353,5081.92,8,4,76,3,5094.09,5129.48,12.1724,
354,5090.63,6,2,77,3,5120.91,5144.63,30.2852,
355,5092.36,7,3,77,3,5122.19,5161.93,29.8345,
356,5103.75,7,3,78,3,5127.06,5152.62,23.3086,
357,5117.5,8,4,79,3,5129.48,5148.37,11.9854,
358,5119.35,9,5,79,3,5144.63,5172.83,25.2749,
359,5121.39,9,5,80,3,5148.37,5182.52,26.9727,
360,5124.11,9,5,80,3,5152.62,5186.75,28.5088,
361,5149.49,6,2,82,3,5161.93,5205.62,12.4404,
362,5154.11,6,2,83,3,5172.83,5212.18,18.7183,
363,5180.13,5,1,86,3,5182.52,5214.73,2.39355,
364,5181.87,6,2,86,3,5186.75,5214.24,4.88086,
365,5185.04,6,2,86,3,5202.35,5231.52,17.3042,
366,5202.35,6,1,88,3,5205.62,5217.24,3.26709,
367,5207.82,6,1,88,3,5212.18,5252,4.35645,
368,5209.75,7,2,88,3,5214.24,5240.27,4.48975,
369,5235.47,3,0,91,3,5235.47,5247.14,0,
370,5240.89,3,0,92,3,5240.89,5274.72,0,
371,5243.17,4,0,92,3,5243.17,5275.93,0,
372,5256.88,3,0,93,3,5256.88,5294.79,0,
373,5260.94,4,0,94,3,5260.94,5281.4,0,
374,5281.17,3,0,96,3,5281.17,5322.98,0,
375,5283.16,3,0,96,3,5283.16,5304.92,0,
376,5285.82,4,0,96,3,5285.82,5325.81,0,
377,5290.38,5,0,97,3,5290.38,5333.98,0,
378,5308.04,4,0,98,3,5308.04,5352.25,0,
379,5317.49,5,0,99,3,5317.49,5343.35,0,
380,5326.74,4,0,100,3,5326.74,5347.41,0,
381,5345.19,3,0,102,3,5345.19,5376.38,0,
382,5349.63,3,0,102,3,5349.63,5382.02,0,
383,5351.15,4,0,103,3,5351.15,5377.3,0,
384,5357.94,4,0,103,3,5357.94,5388.51,0,
385,5371.69,5,0,105,3,5371.69,5425.54,0,
386,5380.61,4,0,106,3,5380.61,5409.1,0,
387,5394.88,3,0,107,3,5394.88,5413.62,0,
388,5440.62,1,0,112,3,5440.62,5469.36,0,
389,5451.15,2,0,113,3,5451.15,5485.83,0,
390,5451.24,3,0,113,3,5451.24,5489.2,0,
391,5451.55,4,0,113,3,5451.55,5468.55,0,
392,5455.94,5,1,113,3,5468.55,5496.8,12.6089,
393,5457.06,6,2,113,3,5469.36,5515.82,12.3003,
394,5459.14,7,3,113,3,5485.83,5521.13,26.6968,
395,5485.23,6,2,116,3,5489.2,5501.92,3.97119,
396,5490.59,5,1,117,3,5496.8,5521.64,6.21191,
397,5528.87,1,0,120,3,5528.87,5557.24,0,
398,5549.6,2,0,122,3,5549.6,5593.13,0,
399,5565.51,2,0,124,3,5565.51,5605.21,0,
400,5584.09,3,0,126,3,5584.09,5618.02,0,
401,5604.31,3,0,128,3,5604.31,5632.34,0,
402,5612.19,3,0,129,3,5612.19,5638.76,0,
403,5668.39,1,0,134,3,5668.39,5710.75,0,
404,5685.52,2,0,136,3,5685.52,5715.42,0,
405,5686.87,3,0,136,3,5686.87,5714.81,0,
406,5749.87,1,0,142,3,5749.87,5786.53,0,
407,5763.41,2,0,0,4,5763.41,5807.72,0,
408,5776.79,3,0,1,4,5776.79,5807.43,0,
409,5796.32,3,1,3,4,5807.43,5830.94,11.1182,
410,5797.46,4,2,3,4,5807.72,5852.23,10.2568,
411,5815.83,3,1,5,4,5830.94,5858.37,15.1099,
412,5826.87,4,2,6,4,5852.23,5874.13,25.3643,
413,5829.32,5,3,6,4,5858.37,5879.59,29.0522,
414,5854.88,4,2,9,4,5874.13,5898.73,19.25,
415,5865.75,4,2,10,4,5879.59,5909.41,13.8423,
416,5884.23,3,1,12,4,5909.41,5942.75,25.1846,
417,5884.3,4,2,12,4,5942.75,5969.22,58.4507,
418,5913.64,3,2,15,4,5969.22,6011.52,55.5874,
419,5993.01,2,1,23,4,6011.52,6060.21,18.5112,
420,6018.1,2,1,25,4,6060.21,6069.16,42.104,
421,6021.23,3,2,26,4,6069.16,6080.95,47.9326,
422,6023.73,4,3,26,4,6080.95,6092.59,57.2202,
423,6033.96,5,4,27,4,6092.59,6100.19,58.6333,
424,6084.84,3,2,32,4,6100.19,6110.61,15.3486,
425,6092.81,3,2,33,4,6110.61,6122.1,17.7979,
426,6136.05,1,0,37,4,6136.05,6145.71,0,
427,6136.63,2,1,37,4,6145.71,6154.25,9.07471,
428,6141.13,3,2,38,4,6154.25,6164.81,13.1221,
429,6141.35,4,3,38,4,6164.81,6176.81,23.4629,
430,6160.92,3,2,40,4,6176.81,6188.41,15.895,
431,6186.35,2,1,42,4,6188.41,6196.33,2.05664,
432,6189.26,2,1,42,4,6196.33,6207.35,7.06787,
433,6214.78,1,0,45,4,6214.78,6226.11,0,
434,6232.2,1,0,47,4,6232.2,6242.33,0,
435,6278.57,1,0,51,4,6278.57,6289.87,0,
436,6289.31,2,0,52,4,6289.31,6301.46,0,
437,6294.22,2,0,53,4,6294.22,6302.22,0,
438,6316.29,1,0,55,4,6316.29,6326.43,0,
439,6325.23,2,0,56,4,6325.23,6332.62,0,
440,6357.25,1,0,59,4,6357.25,6367.79,0,
441,6382.91,1,0,62,4,6382.91,6412.11,0,
442,6385.71,2,0,62,4,6385.71,6432.21,0,
443,6389.74,3,0,62,4,6389.74,6416.31,0,
444,6405.64,4,0,64,4,6405.64,6442.27,0,
445,6418.42,3,0,65,4,6418.42,6444.86,0,
446,6439.09,3,0,67,4,6439.09,6466.12,0,
447,6471.95,1,0,71,4,6471.95,6506.16,0,
448,6508.01,1,0,74,4,6508.01,6536.71,0,
449,6510.17,2,0,75,4,6510.17,6524.5,0,
450,6521.91,3,0,76,4,6521.91,6549.44,0,
451,6524.07,4,0,76,4,6524.07,6558.19,0,
452,6537.64,3,0,77,4,6537.64,6576.46,0,
453,6541.41,4,0,78,4,6541.41,6565.8,0,
454,6548.98,5,1,78,4,6549.44,6594.98,0.458496,
455,6556.47,5,1,79,4,6558.19,6577.09,1.72559,
456,6557.17,6,2,79,4,6565.8,6589.92,8.63916,
457,6561.81,6,2,80,4,6576.46,6593.26,14.6426,
458,6569.77,6,2,80,4,6577.09,6601.34,7.31689,
459,6571.64,7,3,81,4,6589.92,6621.22,18.2827,
460,6573.57,8,4,81,4,6593.26,6617,19.6909,
461,6590.88,6,2,83,4,6594.98,6612.97,4.09619,
462,6591.88,7,3,83,4,6601.34,6624.81,9.46143,
463,6592.54,8,4,83,4,6612.97,6630.79,20.4307,
464,6601.44,6,2,84,4,6617,6663.04,15.5615,
465,6611.77,7,3,85,4,6621.22,6641.55,9.44922,
466,6641.79,2,0,88,4,6641.79,6668.08,0,
467,6674.97,1,0,91,4,6674.97,6715.05,0,
468,6729.21,1,0,96,4,6729.21,6770.29,0,
469,6753.15,2,0,99,4,6753.15,6792.7,0,
470,6765.3,3,0,100,4,6765.3,6797.09,0,
471,6774.46,3,0,101,4,6774.46,6809.74,0,
472,6784.23,4,0,102,4,6784.23,6809.53,0,
473,6788.53,5,0,102,4,6788.53,6833.26,0,
474,6801.04,4,0,104,4,6801.04,6817.62,0,
475,6809.16,5,0,104,4,6809.16,6838.84,0,
476,6810.71,4,0,105,4,6810.71,6835.26,0,
477,6849.56,1,0,108,4,6849.56,6870.13,0,
478,6902.34,1,0,114,4,6902.34,6944.24,0,
479,6906.88,2,0,114,4,6906.88,6939.63,0,
480,6913.18,3,0,115,4,6913.18,6928.5,0,
481,6915.24,4,0,115,4,6915.24,6939.53,0,
482,6925.91,5,1,116,4,6928.5,6950.68,2.58936,
483,6957.08,1,0,119,4,6957.08,6977.49,0,
484,7003.83,1,0,124,4,7003.83,7045.06,0,
