Customer,Time of arrival,Number of people at arrival,Number of people currently in queue at arrival,Which 10 min interval in day,Which day in week,Time of start of service,Departure time,Wait time,
1297,12842.1,1,0,132,1,12842.1,12847.9,0,
1298,12851.3,1,0,133,1,12851.3,12857.4,0,
1299,12852.5,2,0,133,1,12857.4,12857.5,4.90723,
1300,12864.3,1,0,134,1,12864.3,12864.9,0,
1301,12870.2,1,0,135,1,12870.2,12872.1,0,
1302,12870.7,2,0,135,1,12872.1,12877.6,1.44531,
1303,12873.9,2,0,135,1,12877.6,12878.2,3.64062,
1304,12874.8,3,1,135,1,12878.2,12880.6,3.38086,
1305,12878.7,2,0,135,1,12880.6,12888.7,1.88086,
1306,12880.9,2,0,136,1,12888.7,12891.4,7.85645,
1307,12886.7,3,1,136,1,12891.4,12891.6,4.62402,
1308,12902.7,1,0,138,1,12902.7,12911.5,0,
1309,12904.2,2,0,138,1,12911.5,12918,7.27637,
1310,12922.3,1,0,140,1,12922.3,12923.9,0,
1311,12936.2,1,0,141,1,12936.2,12937.4,0,
1312,12948.9,1,0,142,1,12948.9,12950.8,0,
1313,12972.4,1,0,1,2,12972.4,12974.3,0,
1314,12972.6,2,0,1,2,12974.3,12977.4,1.73145,
1315,12972.7,3,1,1,2,12977.4,12978.4,4.6582,
1316,12972.9,4,2,1,2,12978.4,12985.1,5.5,
1317,12973.3,5,3,1,2,12985.1,12986.6,11.8291,
1318,12974.6,5,3,1,2,12986.6,13001.2,11.9033,
1319,12979.1,4,2,1,2,13001.2,13011.7,22.0449,
1320,12979.4,5,3,1,2,13011.7,13016.4,32.3164,
1321,12982.5,6,4,2,2,13016.4,13023.7,33.9443,
1322,12983.1,7,5,2,2,13023.7,13030,40.5449,
1323,12984.7,8,6,2,2,13030,13038.8,45.3242,
1324,12995.1,7,5,3,2,13038.8,13042.1,43.6406,
1325,12996.1,8,6,3,2,13042.1,13042.3,45.9961,
1326,12996.6,9,7,3,2,13042.3,13048.9,45.6738,
1327,13001,10,8,4,2,13048.9,13049.2,47.834,
1328,13002.4,10,8,4,2,13049.2,13056,46.7197,
1329,13009.4,11,9,4,2,13056,13064.7,46.6582,
1330,13044.2,5,3,8,2,13064.7,13066.4,20.4688,
1331,13060.8,3,1,10,2,13066.4,13069.4,5.54492,
1332,13061.9,4,2,10,2,13069.4,13069.7,7.58789,
1333,13082.7,1,0,12,2,13082.7,13082.8,0,
1334,13089.3,1,0,12,2,13089.3,13091.2,0,
1335,13090.2,2,0,13,2,13091.2,13108.4,1.0293,
1336,13100.1,2,0,14,2,13108.4,13108.8,8.35547,
1337,13104.2,3,1,14,2,13108.8,13111.2,4.5332,
1338,13112.8,1,0,15,2,13112.8,13126.1,0,
1339,13114.9,2,0,15,2,13126.1,13127.2,11.2148,
1340,13118,3,1,15,2,13127.2,13137.9,9.19922,
1341,13123.6,4,2,16,2,13137.9,13144,14.2344,
1342,13125.4,5,3,16,2,13144,13149.7,18.5381,
1343,13146.3,2,0,18,2,13149.7,13152.5,3.3623,
1344,13171.4,1,0,21,2,13171.4,13174.8,0,
1345,13209.4,1,0,24,2,13209.4,13210.4,0,
1346,13213.2,1,0,25,2,13213.2,13213.6,0,
1347,13213.7,1,0,25,2,13213.7,13218.3,0,
1348,13221.3,1,0,26,2,13221.3,13221.9,0,
1349,13231.1,1,0,27,2,13231.1,13231.1,0,
1350,13236.7,1,0,27,2,13236.7,13242.8,0,
1351,13247,1,0,28,2,13247,13249.5,0,
1352,13247.5,2,0,28,2,13249.5,13252.6,2.06836,
1353,13249.9,2,0,28,2,13252.6,13253.4,2.69043,
1354,13255.6,1,0,29,2,13255.6,13260.9,0,
1355,13267.7,1,0,30,2,13267.7,13272,0,
1356,13284.6,1,0,32,2,13284.6,13288.9,0,
1357,13299.5,1,0,33,2,13299.5,13305.5,0,
1358,13302.8,2,0,34,2,13305.5,13310.2,2.65625,
1359,13308.9,2,0,34,2,13310.2,13325,1.33496,
1360,13321.5,2,0,36,2,13325,13336.4,3.51562,
1361,13330.5,2,0,37,2,13336.4,13351.7,5.89551,
1362,13333.5,3,1,37,2,13351.7,13352.8,18.1436,
1363,13344.5,3,1,38,2,13352.8,13353.1,8.2627,
1364,13364.4,1,0,40,2,13364.4,13367.7,0,
1365,13366.8,2,0,40,2,13367.7,13368.8,0.922852,
1366,13373.6,1,0,41,2,13373.6,13383.3,0,
1367,13396,1,0,43,2,13396,13397.4,0,
1368,13396.8,2,0,43,2,13397.4,13403,0.599609,
1369,13401.1,2,0,44,2,13403,13403,1.84961,
1370,13403.6,1,0,44,2,13403.6,13406,0,
1371,13419.8,1,0,45,2,13419.8,13428.4,0,
1372,13450.5,1,0,49,2,13450.5,13454.8,0,
1373,13457.8,1,0,49,2,13457.8,13459.1,0,
1374,13458.1,2,0,49,2,13459.1,13474.2,1.01855,
1375,13459.5,2,0,49,2,13474.2,13480.7,14.709,
1376,13498.4,1,0,53,2,13498.4,13507.8,0,
1377,13501.2,2,0,54,2,13507.8,13508.4,6.6377,
1378,13506.1,3,1,54,2,13508.4,13512.8,2.23438,
1379,13522.3,1,0,56,2,13522.3,13532.3,0,
1380,13531.2,2,0,57,2,13532.3,13534.6,1.08496,
1381,13547.5,1,0,58,2,13547.5,13555.1,0,
1382,13558.2,1,0,59,2,13558.2,13559.7,0,
1383,13558.5,2,0,59,2,13559.7,13564.3,1.22949,
1384,13571.6,1,0,61,2,13571.6,13577.6,0,
1385,13602.6,1,0,64,2,13602.6,13607.3,0,
1386,13603.3,2,0,64,2,13607.3,13610.1,3.98242,
1387,13617.4,1,0,65,2,13617.4,13617.5,0,
1388,13621.4,1,0,66,2,13621.4,13636.4,0,
1389,13624.5,2,0,66,2,13636.4,13644.6,11.9141,
1390,13629,3,1,66,2,13644.6,13645.7,15.6221,
1391,13629.8,4,2,66,2,13645.7,13655.6,15.8711,
1392,13632.2,5,3,67,2,13655.6,13663.3,23.3828,
1393,13636.4,5,3,67,2,13663.3,13665,26.9346,
1394,13637,6,4,67,2,13665,13669.4,27.9717,
1395,13645.8,5,3,68,2,13669.4,13669.9,23.6299,
1396,13657.6,5,3,69,2,13669.9,13670.2,12.335,
1397,13670.6,1,0,71,2,13670.6,13672,0,
1398,13674.7,1,0,71,2,13674.7,13675.2,0,
1399,13714.3,1,0,75,2,13714.3,13729.1,0,
1400,13729.8,1,0,76,2,13729.8,13743.5,0,
1401,13738,2,0,77,2,13743.5,13749.4,5.48438,
1402,13757.6,1,0,79,2,13757.6,13782.5,0,
1403,13779.3,2,0,81,2,13782.5,13783.3,3.19141,
1404,13779.5,3,1,81,2,13783.3,13785.7,3.76367,
1405,13808.1,1,0,84,2,13808.1,13808.2,0,
1406,13812.6,1,0,85,2,13812.6,13819,0,
1407,13830.3,1,0,87,2,13830.3,13833,0,
1408,13834.1,1,0,87,2,13834.1,13834.2,0,
1409,13837.4,1,0,87,2,13837.4,13837.4,0,
1410,13854.3,1,0,89,2,13854.3,13854.3,0,
1411,13857.6,1,0,89,2,13857.6,13860.2,0,
1412,13858.7,2,0,89,2,13860.2,13865.5,1.5752,
1413,13863,2,0,90,2,13865.5,13868.5,2.5332,
1414,13868.8,1,0,90,2,13868.8,13873.8,0,
1415,13873.7,2,0,91,2,13873.8,13878,0.129883,
1416,13876.3,2,0,91,2,13878,13878.5,1.74512,
1417,13905.9,1,0,94,2,13905.9,13907.4,0,
1418,13934.2,1,0,97,2,13934.2,13952.6,0,
1419,13937.6,2,0,97,2,13952.6,13953.2,14.998,
1420,13959.1,1,0,99,2,13959.1,13964.6,0,
1421,13983,1,0,102,2,13983,13986.3,0,
1422,13988,1,0,102,2,13988,13994.7,0,
1423,14011,1,0,105,2,14011,14017.1,0,
1424,14025.6,1,0,106,2,14025.6,14026.6,0,
1425,14037.9,1,0,107,2,14037.9,14042.3,0,
1426,14040,2,0,108,2,14042.3,14064.6,2.25391,
1427,14089.5,1,0,112,2,14089.5,14091.2,0,
1428,14093.7,1,0,113,2,14093.7,14098.9,0,
1429,14106.7,1,0,114,2,14106.7,14114.5,0,
1430,14110,2,0,114,2,14114.5,14114.8,4.50684,
1431,14111.2,3,1,115,2,14114.8,14115.4,3.61035,
1432,14111.4,4,2,115,2,14115.4,14115.9,3.99805,
1433,14130.2,1,0,117,2,14130.2,14130.2,0,
1434,14131,1,0,117,2,14131,14133.5,0,
1435,14152.9,1,0,119,2,14152.9,14154.1,0,
1436,14153.6,2,0,119,2,14154.1,14159.8,0.521484,
1437,14169.5,1,0,120,2,14169.5,14172.5,0,
1438,14177.2,1,0,121,2,14177.2,14181.5,0,
1439,14178.9,2,0,121,2,14181.5,14188.8,2.65527,
1440,14182.5,2,0,122,2,14188.8,14199.7,6.25098,
1441,14202.5,1,0,124,2,14202.5,14218,0,
1442,14221.9,1,0,126,2,14221.9,14232.4,0,
1443,14224.7,2,0,126,2,14232.4,14250.1,7.62598,
1444,14227,3,1,126,2,14250.1,14258,23.0801,
1445,14234.3,3,1,127,2,14258,14258.4,23.7021,
1446,14280.5,1,0,132,2,14280.5,14280.5,0,
1447,14290.7,1,0,133,2,14290.7,14291.6,0,
1448,14291.9,1,0,133,2,14291.9,14298.9,0,
1449,14293.6,2,0,133,2,14298.9,14300,5.25195,
1450,14295.8,3,1,133,2,14300,14309.2,4.21289,
1451,14297.3,4,2,133,2,14309.2,14311.5,11.8643,
1452,14297.7,5,3,133,2,14311.5,14316.9,13.7842,
1453,14302.8,4,2,134,2,14316.9,14322.6,14.1357,
1454,14303.6,5,3,134,2,14322.6,14325.4,19.0352,
1455,14314.1,4,2,135,2,14325.4,14330.9,11.2324,
1456,14330.7,2,0,137,2,14330.9,14333.3,0.282227,
1457,14339,1,0,137,2,14339,14342.8,0,
1458,14344.9,1,0,138,2,14344.9,14349.7,0,
1459,14358.1,1,0,139,2,14358.1,14374.2,0,
1460,14367.1,2,0,140,2,14374.2,14381.3,7.18262,
1461,14379.9,2,0,141,2,14381.3,14387.8,1.39258,
1462,14391.2,1,0,143,2,14391.2,14393.8,0,
1463,14408.9,1,0,0,3,14408.9,14418.1,0,
1464,14410.5,2,0,1,3,14418.1,14418.3,7.67773,
1465,14451.3,1,0,5,3,14451.3,14453,0,
1466,14451.6,2,0,5,3,14453,14456.4,1.43066,
1467,14457.3,1,0,5,3,14457.3,14467.4,0,
1468,14464.4,2,0,6,3,14467.4,14468.3,2.96094,
1469,14465.9,3,1,6,3,14468.3,14483.1,2.37793,
1470,14468.7,2,0,6,3,14483.1,14487.6,14.4111,
1471,14494.4,1,0,9,3,14494.4,14499.3,0,
1472,14501.2,1,0,10,3,14501.2,14518.6,0,
1473,14502.8,2,0,10,3,14518.6,14523.1,15.7881,
1474,14530,1,0,12,3,14530,14540.7,0,
1475,14552.4,1,0,15,3,14552.4,14553.5,0,
1476,14561.8,1,0,16,3,14561.8,14567,0,
1477,14581.6,1,0,18,3,14581.6,14583.7,0,
1478,14582.1,2,0,18,3,14583.7,14584.6,1.57812,
1479,14593.8,1,0,19,3,14593.8,14594.9,0,
1480,14605,1,0,20,3,14605,14606.2,0,
1481,14611.6,1,0,21,3,14611.6,14617.6,0,
1482,14622.1,1,0,22,3,14622.1,14639.5,0,
1483,14630.4,2,0,23,3,14639.5,14641.4,9.01074,
1484,14632.2,3,1,23,3,14641.4,14641.7,9.26465,
1485,14633.3,4,2,23,3,14641.7,14648.4,8.40723,
1486,14650,1,0,24,3,14650,14662.5,0,
1487,14661.3,2,0,26,3,14662.5,14673.4,1.16895,
1488,14663.9,2,0,26,3,14673.4,14674.3,9.54395,
1489,14681.6,1,0,28,3,14681.6,14684.9,0,
1490,14694.1,1,0,29,3,14694.1,14694.4,0,
1491,14705,1,0,30,3,14705,14706.9,0,
1492,14717.1,1,0,31,3,14717.1,14720.8,0,
1493,14727.8,1,0,32,3,14727.8,14734.8,0,
1494,14730.3,2,0,33,3,14734.8,14749.1,4.50391,
1495,14748.4,2,0,34,3,14749.1,14749.3,0.629883,
1496,14770.4,1,0,37,3,14770.4,14773.2,0,
1497,14779.3,1,0,37,3,14779.3,14785.4,0,
1498,14784.3,2,0,38,3,14785.4,14795.3,1.08594,
1499,14786,2,0,38,3,14795.3,14796.4,9.28223,
1500,14793,3,1,39,3,14796.4,14800.5,3.35645,
1501,14827.3,1,0,42,3,14827.3,14833.4,0,
1502,14828.5,2,0,42,3,14833.4,14859.7,4.92383,
1503,14831.2,3,1,43,3,14859.7,14867.3,28.5156,
1504,14857.5,3,1,45,3,14867.3,14867.9,9.86035,
1505,14858.2,4,2,45,3,14867.9,14877.2,9.7002,
1506,14859.1,5,3,45,3,14877.2,14884.3,18.0771,
1507,14865.5,5,3,46,3,14884.3,14894.7,18.8203,
1508,14867,6,4,46,3,14894.7,14898.5,27.6582,
1509,14868.5,5,3,46,3,14898.5,14903.8,30.0498,
1510,14879.2,5,3,47,3,14903.8,14919.9,24.582,
1511,14888.2,5,3,48,3,14919.9,14922.1,31.7178,
1512,14897.4,5,3,49,3,14922.1,14923.4,24.7734,
1513,14911.8,4,2,51,3,14923.4,14933,11.6123,
1514,14916.1,5,3,51,3,14933,14935.7,16.9404,
1515,14920.5,5,3,52,3,14935.7,14936.6,15.1475,
1516,14927.6,4,2,52,3,14936.6,14940.3,9.0127,
1517,14934.1,4,2,53,3,14940.3,14940.8,6.1416,
1518,14939.5,3,1,53,3,14940.8,14944.4,1.34961,
1519,14950.1,1,0,55,3,14950.1,14956.4,0,
1520,14952.2,2,0,55,3,14956.4,14959.9,4.21777,
1521,14992.9,1,0,59,3,14992.9,14995,0,
1522,14994.2,2,0,59,3,14995,14995.9,0.785156,
1523,15003.5,1,0,60,3,15003.5,15011,0,
1524,15008.1,2,0,60,3,15011,15016.3,2.92773,
1525,15022.9,1,0,62,3,15022.9,15039.8,0,
1526,15026.6,2,0,62,3,15039.8,15041.3,13.1787,
1527,15031.9,3,1,63,3,15041.3,15048.6,9.40332,
1528,15041.6,2,0,64,3,15048.6,15053.5,7.03223,
1529,15078.7,1,0,67,3,15078.7,15080.3,0,
1530,15080.8,1,0,68,3,15080.8,15084.1,0,
1531,15094.8,1,0,69,3,15094.8,15099.4,0,
1532,15117.2,1,0,71,3,15117.2,15130.7,0,
1533,15118.4,2,0,71,3,15130.7,15132.2,12.2646,
1534,15126.3,3,1,72,3,15132.2,15133.6,5.91992,
1535,15126.7,4,2,72,3,15133.6,15138.3,6.84668,
1536,15136.6,2,0,73,3,15138.3,15142.5,1.70117,
1537,15151.3,1,0,75,3,15151.3,15157.8,0,
1538,15156,2,0,75,3,15157.8,15161.3,1.77441,
1539,15169.8,1,0,76,3,15169.8,15176.6,0,
1540,15177.2,1,0,77,3,15177.2,15178,0,
1541,15189.6,1,0,78,3,15189.6,15198.4,0,
1542,15198,2,0,79,3,15198.4,15199,0.449219,
1543,15202,1,0,80,3,15202,15204,0,
1544,15205.6,1,0,80,3,15205.6,15212,0,
1545,15215,1,0,81,3,15215,15218.5,0,
1546,15217.3,2,0,81,3,15218.5,15219,1.20215,
1547,15221.8,1,0,82,3,15221.8,15222.3,0,
1548,15225.4,1,0,82,3,15225.4,15226.6,0,
1549,15235.6,1,0,83,3,15235.6,15237.7,0,
1550,15254.1,1,0,85,3,15254.1,15266,0,
1551,15262.6,2,0,86,3,15266,15271.7,3.37598,
1552,15268.6,2,0,86,3,15271.7,15271.9,3.00879,
1553,15270.2,3,1,87,3,15271.9,15283,1.74414,
1554,15272.2,2,0,87,3,15283,15291,10.874,
1555,15283.7,2,0,88,3,15291,15294.5,7.33496,
1556,15289,3,1,88,3,15294.5,15295.9,5.53906,
1557,15307.3,1,0,90,3,15307.3,15309.9,0,
1558,15325.3,1,0,92,3,15325.3,15327.4,0,
1559,15339,1,0,93,3,15339,15339.7,0,
1560,15339.6,2,0,93,3,15339.7,15344.8,0.0644531,
1561,15344,2,0,94,3,15344.8,15351.2,0.717773,
1562,15347.1,2,0,94,3,15351.2,15353.4,4.01172,
1563,15360.5,1,0,96,3,15360.5,15360.6,0,
1564,15391.1,1,0,99,3,15391.1,15391.1,0,
1565,15395.5,1,0,99,3,15395.5,15403.5,0,
1566,15419.5,1,0,101,3,15419.5,15432.8,0,
1567,15422.3,2,0,102,3,15432.8,15437.9,10.5381,
1568,15431.1,3,1,103,3,15437.9,15438.5,6.8252,
1569,15431.9,4,2,103,3,15438.5,15441.4,6.64941,
1570,15437.5,4,2,103,3,15441.4,15443.8,3.92969,
1571,15471.2,1,0,107,3,15471.2,15486.3,0,
1572,15499.9,1,0,109,3,15499.9,15504.7,0,
1573,15504.3,2,0,110,3,15504.7,15521.6,0.40625,
1574,15519.4,2,0,111,3,15521.6,15521.7,2.21582,
1575,15520.5,3,1,112,3,15521.7,15524.8,1.27148,
1576,15545.3,1,0,114,3,15545.3,15549.4,0,
1577,15548.9,2,0,114,3,15549.4,15551.1,0.485352,
1578,15550.9,2,0,115,3,15551.1,15552.2,0.175781,
1579,15561.7,1,0,116,3,15561.7,15563.1,0,
1580,15572.5,1,0,117,3,15572.5,15576.6,0,
1581,15572.9,2,0,117,3,15576.6,15580,3.72168,
1582,15581.3,1,0,118,3,15581.3,15583,0,
1583,15583,2,0,118,3,15583,15589.3,0.0136719,
1584,15591.4,1,0,119,3,15591.4,15599.3,0,
1585,15599,2,0,119,3,15599.3,15600.6,0.298828,
1586,15616.5,1,0,121,3,15616.5,15628.7,0,
1587,15631.7,1,0,123,3,15631.7,15632.6,0,
1588,15639.3,1,0,123,3,15639.3,15640,0,
1589,15669.6,1,0,126,3,15669.6,15673.1,0,
1590,15672.4,2,0,127,3,15673.1,15676.8,0.666992,
1591,15692.7,1,0,129,3,15692.7,15698.8,0,
1592,15698.2,2,0,129,3,15698.8,15709.7,0.621094,
1593,15715.8,1,0,131,3,15715.8,15722.1,0,
1594,15722.5,1,0,132,3,15722.5,15723,0,
1595,15753.5,1,0,135,3,15753.5,15754.3,0,
1596,15764.1,1,0,136,3,15764.1,15789.7,0,
1597,15776.8,2,0,137,3,15789.7,15796,12.9541,
1598,15778.3,3,1,137,3,15796,15826.3,17.6113,
1599,15781.7,4,2,138,3,15826.3,15837.8,44.6582,
1600,15802.4,3,1,140,3,15837.8,15838.1,35.3984,
1601,15813.4,4,2,141,3,15838.1,15844,24.7422,
1602,15816.2,5,3,141,3,15844,15850.8,27.7861,
1603,15833.7,5,3,143,3,15850.8,15862,17.1348,
1604,15835.4,6,4,143,3,15862,15868.3,26.6064,
1605,15844.6,4,2,0,4,15868.3,15874.2,23.6924,
1606,15844.9,5,3,0,4,15874.2,15876.1,29.3359,
1607,15847,6,4,0,4,15876.1,15880.1,29.1289,
1608,15890.7,1,0,5,4,15890.7,15895,0,
1609,15891,2,0,5,4,15895,15914.9,4.06934,
1610,15891.3,3,1,5,4,15914.9,15926.8,23.5312,
1611,15902.5,3,1,6,4,15926.8,15929.9,24.3066,
1612,15904.5,4,2,6,4,15929.9,15931.4,25.3799,
1613,15908.4,5,3,6,4,15931.4,15939,22.9639,
1614,15945.4,1,0,10,4,15945.4,15946.4,0,
1615,15948.4,1,0,10,4,15948.4,15951.3,0,
1616,15953.9,1,0,11,4,15953.9,15954.3,0,
1617,15958.2,1,0,11,4,15958.2,15962.5,0,
1618,15969.7,1,0,12,4,15969.7,15972.5,0,
1619,15972.9,1,0,13,4,15972.9,15975.7,0,
1620,15978.8,1,0,13,4,15978.8,15981.8,0,
1621,15984.1,1,0,14,4,15984.1,15986.2,0,
1622,15986.1,2,0,14,4,15986.2,15991.5,0.0810547,
1623,15987.3,2,0,14,4,15991.5,15997.3,4.22754,
1624,16000.3,1,0,16,4,16000.3,16006,0,
1625,16014.9,1,0,17,4,16014.9,16017.2,0,
1626,16025.7,1,0,18,4,16025.7,16041.3,0,
1627,16037.2,2,0,19,4,16041.3,16051.2,4.13672,
1628,16047.3,2,0,20,4,16051.2,16056.4,3.97754,
1629,16048.9,3,1,20,4,16056.4,16058.4,7.51855,
1630,16071.2,1,0,23,4,16071.2,16072,0,
1631,16072.2,1,0,23,4,16072.2,16079.2,0,
1632,16074.8,2,0,23,4,16079.2,16081.3,4.45605,
1633,16080.6,2,0,24,4,16081.3,16091.2,0.676758,
1634,16105,1,0,26,4,16105,16109.6,0,
1635,16109.1,2,0,26,4,16109.6,16110,0.498047,
1636,16112.8,1,0,27,4,16112.8,16119.9,0,
1637,16123.2,1,0,28,4,16123.2,16124.6,0,
1638,16143.3,1,0,30,4,16143.3,16145,0,
1639,16180.6,1,0,34,4,16180.6,16184.6,0,
1640,16218.8,1,0,37,4,16218.8,16225.6,0,
1641,16243.1,1,0,40,4,16243.1,16248.2,0,
1642,16255.1,1,0,41,4,16255.1,16259.6,0,
1643,16258.3,2,0,41,4,16259.6,16266.4,1.29883,
1644,16266.6,1,0,42,4,16266.6,16267.5,0,
1645,16268.9,1,0,42,4,16268.9,16269.3,0,
1646,16272.6,1,0,43,4,16272.6,16274.4,0,
1647,16290.3,1,0,45,4,16290.3,16294.2,0,
1648,16303.8,1,0,46,4,16303.8,16304.7,0,
1649,16309.9,1,0,46,4,16309.9,16314.5,0,
1650,16324.7,1,0,48,4,16324.7,16332.6,0,
1651,16349,1,0,50,4,16349,16358.2,0,
1652,16357.1,2,0,51,4,16358.2,16358.6,1.10254,
1653,16365.2,1,0,52,4,16365.2,16367.9,0,
1654,16384.7,1,0,54,4,16384.7,16385,0,
1655,16420.1,1,0,58,4,16420.1,16429.1,0,
1656,16436.4,1,0,59,4,16436.4,16447.2,0,
1657,16442.9,2,0,60,4,16447.2,16450.4,4.29102,
1658,16449.9,2,0,60,4,16450.4,16450.7,0.492188,
1659,16463.7,1,0,62,4,16463.7,16464.9,0,
1660,16488.3,1,0,64,4,16488.3,16489.9,0,
1661,16491.8,1,0,65,4,16491.8,16493.1,0,
1662,16500.3,1,0,66,4,16500.3,16500.9,0,
1663,16515,1,0,67,4,16515,16516.9,0,
1664,16518.4,1,0,67,4,16518.4,16519.6,0,
1665,16543.4,1,0,70,4,16543.4,16543.8,0,
1666,16543.7,2,0,70,4,16543.8,16555.3,0.109375,
1667,16561.4,1,0,72,4,16561.4,16565.7,0,
1668,16566.3,1,0,72,4,16566.3,16587.6,0,
1669,16612.4,1,0,77,4,16612.4,16613.8,0,
1670,16612.9,2,0,77,4,16613.8,16614.3,0.919922,
1671,16645.3,1,0,80,4,16645.3,16655,0,
1672,16663.9,1,0,82,4,16663.9,16668,0,
1673,16668.3,1,0,82,4,16668.3,16670.3,0,
1674,16672,1,0,83,4,16672,16674.7,0,
1675,16679.7,1,0,83,4,16679.7,16680.9,0,
1676,16691.7,1,0,85,4,16691.7,16700.7,0,
1677,16697.7,2,0,85,4,16700.7,16716.3,3.0293,
1678,16700.8,2,0,86,4,16716.3,16719.8,15.4141,
1679,16703.3,3,1,86,4,16719.8,16721.6,16.4883,
1680,16712.1,4,2,87,4,16721.6,16723.6,9.45703,
1681,16714.9,5,3,87,4,16723.6,16724.8,8.7168,
1682,16720.7,4,2,88,4,16724.8,16724.9,4.03125,
1683,16726.9,1,0,88,4,16726.9,16733.4,0,
1684,16729,2,0,88,4,16733.4,16734.7,4.35547,
1685,16729.3,3,1,88,4,16734.7,16755.6,5.4707,
1686,16764.8,1,0,92,4,16764.8,16765,0,
1687,16765.7,1,0,92,4,16765.7,16774.5,0,
1688,16775.1,1,0,93,4,16775.1,16778.1,0,
1689,16776.7,2,0,93,4,16778.1,16788.5,1.38477,
1690,16801,1,0,96,4,16801,16806.8,0,
1691,16802.4,2,0,96,4,16806.8,16810.5,4.42188,
1692,16811,1,0,97,4,16811,16815.3,0,
1693,16829.8,1,0,98,4,16829.8,16833,0,
1694,16845.6,1,0,100,4,16845.6,16848.4,0,
1695,16858.3,1,0,101,4,16858.3,16859.7,0,
1696,16886.5,1,0,104,4,16886.5,16886.6,0,
1697,16898.4,1,0,105,4,16898.4,16900,0,
1698,16901,1,0,106,4,16901,16907.6,0,
1699,16901,2,0,106,4,16907.6,16925.6,6.54102,
1700,16906.4,3,1,106,4,16925.6,16932.3,19.1719,
1701,16920.4,3,1,108,4,16932.3,16936.5,11.8516,
1702,16931.1,3,1,109,4,16936.5,16941.5,5.42383,
1703,16931.3,4,2,109,4,16941.5,16942.6,10.1934,
1704,16945,1,0,110,4,16945,16951.3,0,
1705,16952.9,1,0,111,4,16952.9,16953.3,0,
1706,16958,1,0,111,4,16958,16963.7,0,
1707,16968.4,1,0,112,4,16968.4,16981.3,0,
1708,16971.4,2,0,113,4,16981.3,16981.5,9.93555,
1709,16978.2,3,1,113,4,16981.5,16994.7,3.37305,
1710,16983.3,2,0,114,4,16994.7,16995.5,11.4453,
1711,16984.5,3,1,114,4,16995.5,17015.1,10.9434,
1712,16987.9,4,2,114,4,17015.1,17015.9,27.2109,
1713,17008.2,3,1,116,4,17015.9,17023.6,7.71094,
1714,17009.7,4,2,116,4,17023.6,17026.7,13.873,
1715,17014.4,5,3,117,4,17026.7,17027.4,12.375,
1716,17026.8,2,0,118,4,17027.4,17028.5,0.607422,
1717,17032.6,1,0,119,4,17032.6,17033.4,0,
1718,17034.6,1,0,119,4,17034.6,17042,0,
1719,17049.7,1,0,120,4,17049.7,17052.1,0,
1720,17056.4,1,0,121,4,17056.4,17058.4,0,
1721,17062.4,1,0,122,4,17062.4,17073.4,0,
1722,17062.4,2,0,122,4,17073.4,17074.9,10.9766,
1723,17063.5,3,1,122,4,17074.9,17079.4,11.4219,
1724,17080.2,1,0,124,4,17080.2,17081.4,0,
1725,17083.8,1,0,124,4,17083.8,17087.5,0,
1726,17087.9,1,0,124,4,17087.9,17092.3,0,
1727,17092.8,1,0,125,4,17092.8,17096,0,
1728,17101.1,1,0,126,4,17101.1,17105,0,
1729,17119.8,1,0,127,4,17119.8,17121.5,0,
1730,17131.2,1,0,129,4,17131.2,17136.2,0,
1731,17144.8,1,0,130,4,17144.8,17152.8,0,
1732,17145.6,2,0,130,4,17152.8,17167.2,7.26562,
1733,17174.8,1,0,133,4,17174.8,17176.3,0,
1734,17187.4,1,0,134,4,17187.4,17193.8,0,
1735,17197.6,1,0,135,4,17197.6,17198.8,0,
1736,17198.1,2,0,135,4,17198.8,17199.3,0.636719,
1737,17199.1,2,0,135,4,17199.3,17200.3,0.150391,
1738,17199.6,2,0,135,4,17200.3,17202.1,0.685547,
1739,17223.2,1,0,138,4,17223.2,17230.8,0,
1740,17224.4,2,0,138,4,17230.8,17232.6,6.36523,
1741,17233.9,1,0,139,4,17233.9,17236.8,0,
1742,17236,2,0,139,4,17236.8,17249.8,0.804688,
1743,17247.8,2,0,140,4,17249.8,17251.1,2.0625,
1744,17262.2,1,0,142,4,17262.2,17269.6,0,
1745,17262.6,2,0,142,4,17269.6,17272.1,6.96094,
1746,17286,1,0,0,5,17286,17293.7,0,
1747,17298.2,1,0,1,5,17298.2,17301.4,0,
1748,17311.2,1,0,3,5,17311.2,17316.5,0,
1749,17324.6,1,0,4,5,17324.6,17327.5,0,
1750,17329.2,1,0,4,5,17329.2,17331.6,0,
1751,17339.7,1,0,5,5,17339.7,17342.4,0,
1752,17346.1,1,0,6,5,17346.1,17352.8,0,
1753,17352.4,2,0,7,5,17352.8,17358,0.423828,
1754,17363.2,1,0,8,5,17363.2,17370.7,0,
1755,17369,2,0,8,5,17370.7,17373.1,1.65234,
1756,17383.5,1,0,10,5,17383.5,17390.4,0,
1757,17386,2,0,10,5,17390.4,17393.2,4.39453,
1758,17394.7,1,0,11,5,17394.7,17395.5,0,
1759,17399,1,0,11,5,17399,17404.3,0,
1760,17423.3,1,0,14,5,17423.3,17425.8,0,
1761,17431.6,1,0,15,5,17431.6,17433.5,0,
1762,17433.4,2,0,15,5,17433.5,17441.4,0.0429688,
1763,17436.6,2,0,15,5,17441.4,17453.6,4.82422,
