Customer,Time of arrival,Number of people at arrival,Number of people currently in queue at arrival,Which 10 min interval in day,Which day in week,Time of start of service,Departure time,Wait time,
2576,25408.8,1,0,92,3,25408.8,25418.5,0,
2577,25413.9,2,0,93,3,25418.5,25418.6,4.57031,
2578,25441.9,1,0,96,3,25441.9,25443.6,0,
2579,25449.3,1,0,96,3,25449.3,25454,0,
2580,25451.1,2,0,97,3,25454,25462.5,2.87305,
2581,25456.8,2,0,97,3,25462.5,25463.7,5.61523,
2582,25463.1,2,0,98,3,25463.7,25464.9,0.605469,
2583,25470.8,1,0,99,3,25470.8,25490,0,
2584,25478.3,2,0,99,3,25490,25490.6,11.7227,
2585,25478.9,3,1,99,3,25490.6,25497.1,11.75,
2586,25507.3,1,0,102,3,25507.3,25523.1,0,
2587,25514,2,0,103,3,25523.1,25523.5,9.11523,
2588,25523.4,2,0,104,3,25523.5,25524.8,0.167969,
2589,25535.4,1,0,105,3,25535.4,25535.8,0,
2590,25538.7,1,0,105,3,25538.7,25543.6,0,
2591,25539.3,2,0,105,3,25543.6,25546.9,4.26562,
2592,25560.9,1,0,108,3,25560.9,25564,0,
2593,25578.2,1,0,109,3,25578.2,25581.7,0,
2594,25592.1,1,0,111,3,25592.1,25594.2,0,
2595,25593.2,2,0,111,3,25594.2,25601.8,0.978516,
2596,25618,1,0,113,3,25618,25630.9,0,
2597,25622.8,2,0,114,3,25630.9,25651.7,8.07227,
2598,25622.9,3,1,114,3,25651.7,25657.1,28.8145,
2599,25629.1,4,2,114,3,25657.1,25670.1,28.0371,
2600,25638.2,4,2,115,3,25670.1,25670.7,31.9023,
2601,25680.7,1,0,120,3,25680.7,25683.1,0,
2602,25702.3,1,0,122,3,25702.3,25706.8,0,
2603,25750.6,1,0,127,3,25750.6,25766.3,0,
2604,25754.1,2,0,127,3,25766.3,25766.8,12.2031,
2605,25756.6,3,1,127,3,25766.8,25769.9,10.2227,
2606,25756.8,4,2,127,3,25769.9,25771.9,13.0859,
2607,25765.4,5,3,128,3,25771.9,25775.9,6.49023,
2608,25783.9,1,0,130,3,25783.9,25785.6,0,
2609,25801.5,1,0,132,3,25801.5,25803.3,0,
2610,25811.4,1,0,133,3,25811.4,25825.2,0,
2611,25813.9,2,0,133,3,25825.2,25829.8,11.3359,
2612,25819.2,3,1,133,3,25829.8,25832.5,10.627,
2613,25838.9,1,0,135,3,25838.9,25840.9,0,
2614,25841.2,1,0,136,3,25841.2,25843.7,0,
2615,25844.8,1,0,136,3,25844.8,25854.7,0,
2616,25848.8,2,0,136,3,25854.7,25855.9,5.89062,
2617,25854.2,3,1,137,3,25855.9,25856,1.68164,
2618,25857,1,0,137,3,25857,25858.4,0,
2619,25858.9,1,0,137,3,25858.9,25860.8,0,
2620,25864.9,1,0,138,3,25864.9,25866,0,
2621,25887.4,1,0,140,3,25887.4,25889.2,0,
2622,25890.7,1,0,141,3,25890.7,25892.8,0,
2623,25900.5,1,0,142,3,25900.5,25909.3,0,
2624,25910.6,1,0,143,3,25910.6,25913.6,0,
2625,25912,2,0,143,3,25913.6,25916.1,1.61719,
2626,25915.1,2,0,143,3,25916.1,25921.7,0.978516,
2627,25919.4,2,0,143,3,25921.7,25936.6,2.36719,
2628,25922.2,2,0,0,4,25936.6,25947.1,14.3223,
2629,25923.2,3,1,0,4,25947.1,25948.9,23.9023,
2630,25931.7,4,2,1,4,25948.9,25950.4,17.1816,
2631,25933.3,5,3,1,4,25950.4,25950.6,17.0508,
2632,25940.2,5,3,2,4,25950.6,25952.4,10.3652,
2633,25940.3,6,4,2,4,25952.4,25955.8,12.1543,
2634,25957.7,1,0,3,4,25957.7,25958.8,0,
2635,25967.7,1,0,4,4,25967.7,25982.5,0,
2636,25972.7,2,0,5,4,25982.5,25988.1,9.75,
2637,25980.2,3,1,6,4,25988.1,25998.3,7.86133,
2638,25983,3,1,6,4,25998.3,26001.8,15.2598,
2639,26004.3,1,0,8,4,26004.3,26008,0,
2640,26008.2,1,0,8,4,26008.2,26013.2,0,
2641,26023.6,1,0,10,4,26023.6,26029.8,0,
2642,26062.3,1,0,14,4,26062.3,26065.4,0,
2643,26094.9,1,0,17,4,26094.9,26108,0,
2644,26103.1,2,0,18,4,26108,26108.4,4.97461,
2645,26110.7,1,0,19,4,26110.7,26111,0,
2646,26116,1,0,19,4,26116,26116.5,0,
2647,26137.1,1,0,21,4,26137.1,26143.3,0,
2648,26141.3,2,0,22,4,26143.3,26143.4,2.00977,
2649,26166,1,0,24,4,26166,26175,0,
2650,26167.3,2,0,24,4,26175,26182.7,7.71484,
2651,26178,2,0,25,4,26182.7,26183.7,4.69336,
2652,26185.3,1,0,26,4,26185.3,26185.4,0,
2653,26187.4,1,0,26,4,26187.4,26187.7,0,
2654,26210.4,1,0,29,4,26210.4,26216.2,0,
2655,26219.1,1,0,29,4,26219.1,26220.3,0,
2656,26223,1,0,30,4,26223,26225.2,0,
2657,26250.2,1,0,33,4,26250.2,26252,0,
2658,26267.8,1,0,34,4,26267.8,26279.1,0,
2659,26270.4,2,0,35,4,26279.1,26280.9,8.69922,
2660,26275.3,3,1,35,4,26280.9,26290.2,5.65234,
2661,26280.9,3,1,36,4,26290.2,26292.1,9.27344,
2662,26286.7,3,1,36,4,26292.1,26298.7,5.39453,
2663,26291.6,3,1,37,4,26298.7,26300,7.02148,
2664,26299.7,2,0,37,4,26300,26304.2,0.339844,
2665,26308.2,1,0,38,4,26308.2,26310.4,0,
2666,26310.8,1,0,39,4,26310.8,26313,0,
2667,26331.5,1,0,41,4,26331.5,26334.2,0,
2668,26336.3,1,0,41,4,26336.3,26336.6,0,
2669,26342.7,1,0,42,4,26342.7,26344.4,0,
2670,26356.8,1,0,43,4,26356.8,26357.1,0,
2671,26363.8,1,0,44,4,26363.8,26364.2,0,
2672,26369.3,1,0,44,4,26369.3,26372.1,0,
2673,26374.1,1,0,45,4,26374.1,26375.5,0,
2674,26378.1,1,0,45,4,26378.1,26382.8,0,
2675,26388.2,1,0,46,4,26388.2,26395.4,0,
2676,26413.1,1,0,49,4,26413.1,26413.5,0,
2677,26422.3,1,0,50,4,26422.3,26424.1,0,
2678,26427.4,1,0,50,4,26427.4,26428.2,0,
2679,26427.8,2,0,50,4,26428.2,26434.7,0.425781,
2680,26437.8,1,0,51,4,26437.8,26442.4,0,
2681,26482,1,0,56,4,26482,26498.1,0,
2682,26513.8,1,0,59,4,26513.8,26523.7,0,
2683,26518.4,2,0,59,4,26523.7,26533.1,5.21875,
2684,26522.6,3,1,60,4,26533.1,26537.9,10.543,
2685,26548.5,1,0,62,4,26548.5,26554.2,0,
2686,26572.1,1,0,65,4,26572.1,26572.8,0,
2687,26586.4,1,0,66,4,26586.4,26588.4,0,
2688,26594.4,1,0,67,4,26594.4,26595.2,0,
2689,26603.1,1,0,68,4,26603.1,26613.9,0,
2690,26617,1,0,69,4,26617,26618.2,0,
2691,26627.4,1,0,70,4,26627.4,26632.9,0,
2692,26630.8,2,0,71,4,26632.9,26651.4,2.03125,
2693,26633.7,2,0,71,4,26651.4,26652.1,17.666,
2694,26645.4,3,1,72,4,26652.1,26657,6.67188,
2695,26650.6,4,2,73,4,26657,26657.5,6.39648,
2696,26650.7,5,3,73,4,26657.5,26661.8,6.72461,
2697,26654.6,4,2,73,4,26661.8,26674.4,7.20508,
2698,26658.3,3,1,73,4,26674.4,26681.9,16.1133,
2699,26660.2,4,2,74,4,26681.9,26685.8,21.7461,
2700,26666.5,4,2,74,4,26685.8,26689.8,19.332,
2701,26667.5,5,3,74,4,26689.8,26690.9,22.2949,
2702,26671.2,6,4,75,4,26690.9,26696.6,19.6914,
2703,26678.9,6,4,75,4,26696.6,26698.7,17.6504,
2704,26681.4,7,5,76,4,26698.7,26705.4,17.2754,
2705,26692,4,2,77,4,26705.4,26727.3,13.3652,
2706,26693.4,5,3,77,4,26727.3,26731,33.9141,
2707,26694.4,6,4,77,4,26731,26737.2,36.6445,
2708,26700,5,3,77,4,26737.2,26742,37.2461,
2709,26701,6,4,78,4,26742,26743.7,41.0391,
2710,26711.1,6,4,79,4,26743.7,26744.4,32.6152,
2711,26711.8,7,5,79,4,26744.4,26744.8,32.584,
2712,26715.8,8,6,79,4,26744.8,26746,29.043,
2713,26720.7,9,7,80,4,26746,26747.3,25.2715,
2714,26721.6,10,8,80,4,26747.3,26749.8,25.6543,
2715,26732.1,9,7,81,4,26749.8,26756.7,17.7051,
2716,26763.9,1,0,84,4,26763.9,26763.9,0,
2717,26773.5,1,0,85,4,26773.5,26776,0,
2718,26781.2,1,0,86,4,26781.2,26782.1,0,
2719,26790.6,1,0,87,4,26790.6,26791.9,0,
2720,26794.1,1,0,87,4,26794.1,26800.2,0,
2721,26804.4,1,0,88,4,26804.4,26809.5,0,
2722,26810.3,1,0,89,4,26810.3,26817,0,
2723,26813.5,2,0,89,4,26817,26825.2,3.50977,
2724,26819.1,2,0,89,4,26825.2,26833.8,6.17188,
2725,26828.2,2,0,90,4,26833.8,26835.2,5.55273,
2726,26850.7,1,0,93,4,26850.7,26852.8,0,
2727,26860,1,0,93,4,26860,26861.1,0,
2728,26892,1,0,97,4,26892,26903.3,0,
2729,26896.1,2,0,97,4,26903.3,26906.1,7.14648,
2730,26896.5,3,1,97,4,26906.1,26910.3,9.5957,
2731,26897.7,4,2,97,4,26910.3,26910.6,12.6602,
2732,26906,4,2,98,4,26910.6,26912.1,4.62891,
2733,26925.2,1,0,100,4,26925.2,26925.7,0,
2734,26927.6,1,0,100,4,26927.6,26937.6,0,
2735,26931.5,2,0,101,4,26937.6,26941.8,6.11719,
2736,26938.6,2,0,101,4,26941.8,26942.6,3.22656,
2737,26972.9,1,0,105,4,26972.9,26972.9,0,
2738,26985.1,1,0,106,4,26985.1,26987.8,0,
2739,26990.9,1,0,107,4,26990.9,26994.5,0,
2740,26991.1,2,0,107,4,26994.5,26996.1,3.42188,
2741,26994.1,3,1,107,4,26996.1,27000.7,1.99805,
2742,26999.3,2,0,107,4,27000.7,27004.8,1.34375,
2743,26999.4,3,1,107,4,27004.8,27016.7,5.33789,
2744,27005.9,2,0,108,4,27016.7,27021.3,10.75,
2745,27022.8,1,0,110,4,27022.8,27022.9,0,
2746,27027.6,1,0,110,4,27027.6,27027.8,0,
2747,27047.8,1,0,112,4,27047.8,27062.4,0,
2748,27048.7,2,0,112,4,27062.4,27064.8,13.6621,
2749,27050,3,1,113,4,27064.8,27073.1,14.7129,
2750,27050.6,4,2,113,4,27073.1,27077.2,22.5605,
2751,27054.2,5,3,113,4,27077.2,27079.3,22.9766,
2752,27098.5,1,0,117,4,27098.5,27114.3,0,
2753,27106.9,2,0,118,4,27114.3,27116.8,7.44336,
2754,27107.4,3,1,118,4,27116.8,27118.3,9.43945,
2755,27112.1,4,2,119,4,27118.3,27136.5,6.25586,
2756,27112.1,5,3,119,4,27136.5,27157.8,24.3594,
2757,27120.4,3,1,120,4,27157.8,27169,37.373,
2758,27131.3,4,2,121,4,27169,27169.1,37.6758,
2759,27151.3,4,2,123,4,27169.1,27181,17.834,
2760,27152.8,5,3,123,4,27181,27183.1,28.1953,
2761,27158.4,5,3,123,4,27183.1,27183.4,24.6953,
2762,27189.7,1,0,126,4,27189.7,27197.1,0,
2763,27193,2,0,127,4,27197.1,27199.2,4.13672,
2764,27194.7,3,1,127,4,27199.2,27202.2,4.48047,
2765,27217.4,1,0,129,4,27217.4,27228.2,0,
2766,27229.8,1,0,130,4,27229.8,27231.4,0,
2767,27235.6,1,0,131,4,27235.6,27235.9,0,
2768,27238.3,1,0,131,4,27238.3,27238.3,0,
2769,27239.4,1,0,131,4,27239.4,27244.1,0,
2770,27239.5,2,0,131,4,27244.1,27244.1,4.55859,
2771,27250.6,1,0,133,4,27250.6,27252.2,0,
2772,27260.8,1,0,134,4,27260.8,27266.3,0,
2773,27262.3,2,0,134,4,27266.3,27274.5,3.98242,
2774,27272.2,2,0,135,4,27274.5,27278.2,2.28516,
2775,27280.5,1,0,136,4,27280.5,27287.7,0,
2776,27289.5,1,0,136,4,27289.5,27292.3,0,
2777,27290.5,2,0,137,4,27292.3,27293.4,1.77148,
2778,27301.2,1,0,138,4,27301.2,27303.6,0,
2779,27318,1,0,139,4,27318,27318.5,0,
2780,27330.5,1,0,141,4,27330.5,27332.1,0,
2781,27372.9,1,0,1,5,27372.9,27375.7,0,
2782,27380.9,1,0,2,5,27380.9,27383.7,0,
2783,27387.4,1,0,2,5,27387.4,27395,0,
2784,27393.1,2,0,3,5,27395,27397.4,1.86914,
2785,27401.9,1,0,4,5,27401.9,27404.8,0,
2786,27404.8,2,0,4,5,27404.8,27411.2,0.0332031,
2787,27409.7,2,0,4,5,27411.2,27411.4,1.46484,
2788,27432.2,1,0,7,5,27432.2,27442,0,
2789,27439.7,2,0,7,5,27442,27444.7,2.32227,
2790,27459.3,1,0,9,5,27459.3,27459.5,0,
2791,27469,1,0,10,5,27469,27469.1,0,
2792,27475.4,1,0,11,5,27475.4,27481.8,0,
2793,27486.5,1,0,12,5,27486.5,27492.2,0,
2794,27487.6,2,0,12,5,27492.2,27499.7,4.61328,
2795,27494.1,2,0,13,5,27499.7,27506.8,5.5625,
2796,27510.9,1,0,15,5,27510.9,27518.1,0,
2797,27513.6,2,0,15,5,27518.1,27524.4,4.49805,
2798,27517.3,3,1,15,5,27524.4,27526.2,7.19336,
2799,27519.4,3,1,15,5,27526.2,27529.4,6.86523,
2800,27520.2,4,2,16,5,27529.4,27529.8,9.17188,
2801,27530,1,0,17,5,27530,27534.1,0,
2802,27549.6,1,0,18,5,27549.6,27557.4,0,
2803,27555.5,2,0,19,5,27557.4,27562.6,1.83594,
2804,27579.8,1,0,21,5,27579.8,27597.7,0,
2805,27594.6,2,0,23,5,27597.7,27598.1,3.09375,
2806,27595.3,3,1,23,5,27598.1,27601.5,2.81055,
2807,27595.4,4,2,23,5,27601.5,27608.4,6.01953,
2808,27600.4,3,1,24,5,27608.4,27623.1,7.93945,
2809,27601.6,3,1,24,5,27623.1,27629.3,21.4492,
2810,27603.5,4,2,24,5,27629.3,27630.8,25.8047,
2811,27605.9,5,3,24,5,27630.8,27632.6,24.9453,
2812,27608.5,5,3,24,5,27632.6,27644.2,24.0293,
2813,27608.8,6,4,24,5,27644.2,27664,35.3789,
2814,27652.2,2,0,29,5,27664,27665.6,11.8164,
2815,27656.8,3,1,29,5,27665.6,27670.2,8.79297,
2816,27664.3,3,1,30,5,27670.2,27679.2,5.85352,
2817,27682.9,1,0,32,5,27682.9,27688.9,0,
2818,27687.8,2,0,32,5,27688.9,27693.7,1.16406,
2819,27691.1,2,0,33,5,27693.7,27696.1,2.58398,
2820,27691.4,3,1,33,5,27696.1,27703.6,4.67969,
2821,27694.4,3,1,33,5,27703.6,27714.8,9.26562,
2822,27695.4,4,2,33,5,27714.8,27728,19.3281,
2823,27698.6,4,2,33,5,27728,27728.6,29.4336,
2824,27700.6,5,3,34,5,27728.6,27729.5,27.9961,
2825,27715,4,2,35,5,27729.5,27740.1,14.4355,
2826,27742.1,1,0,38,5,27742.1,27742.8,0,
2827,27743.7,1,0,38,5,27743.7,27748.2,0,
2828,27748.7,1,0,38,5,27748.7,27751.6,0,
2829,27755.5,1,0,39,5,27755.5,27757.9,0,
2830,27772.2,1,0,41,5,27772.2,27772.3,0,
2831,27783,1,0,42,5,27783,27788.3,0,
2832,27792.6,1,0,43,5,27792.6,27796,0,
2833,27797,1,0,43,5,27797,27797,0,
2834,27811.9,1,0,45,5,27811.9,27829.6,0,
2835,27812.3,2,0,45,5,27829.6,27829.6,17.2715,
2836,27812.6,3,1,45,5,27829.6,27830.3,16.959,
2837,27817,4,2,45,5,27830.3,27832.9,13.2656,
2838,27818.5,5,3,45,5,27832.9,27834.4,14.418,
2839,27822.1,6,4,46,5,27834.4,27838.5,12.3164,
2840,27823.5,7,5,46,5,27838.5,27841.7,14.9473,
2841,27827.4,8,6,46,5,27841.7,27847,14.3262,
2842,27828.1,9,7,46,5,27847,27873.8,18.9648,
2843,27828.3,10,8,46,5,27873.8,27874,45.5234,
2844,27831.2,8,6,47,5,27874,27882.2,42.8438,
2845,27852.5,4,2,49,5,27882.2,27903.8,29.7891,
2846,27886.3,2,0,52,5,27903.8,27908.4,17.4902,
2847,27898,3,1,53,5,27908.4,27913.1,10.4355,
2848,27904.2,3,1,54,5,27913.1,27928.9,8.89844,
2849,27906.2,4,2,54,5,27928.9,27934.1,22.6738,
2850,27923.4,3,1,56,5,27934.1,27956.3,10.6816,
2851,27939.1,2,0,57,5,27956.3,27958,17.2949,
2852,27940.6,3,1,58,5,27958,27958.5,17.3555,
2853,27955.9,4,2,59,5,27958.5,27960.7,2.66016,
2854,27959.3,2,0,59,5,27960.7,27962.9,1.43555,
2855,27963,1,0,60,5,27963,27965.2,0,
2856,27968.7,1,0,60,5,27968.7,27975.7,0,
2857,27971.4,2,0,61,5,27975.7,27977.6,4.2832,
2858,27983.4,1,0,62,5,27983.4,27989.7,0,
2859,27987.8,2,0,62,5,27989.7,27995.4,1.87891,
2860,27991.5,2,0,63,5,27995.4,27996,3.89648,
2861,27996.3,1,0,63,5,27996.3,28001.8,0,
2862,27997.1,2,0,63,5,28001.8,28003.4,4.70508,
2863,28005.7,1,0,64,5,28005.7,28007.2,0,
2864,28010.8,1,0,65,5,28010.8,28021.3,0,
2865,28013.2,2,0,65,5,28021.3,28022.5,8.11523,
2866,28015.3,3,1,65,5,28022.5,28024.5,7.15039,
2867,28022.7,2,0,66,5,28024.5,28027.9,1.79688,
2868,28026.3,2,0,66,5,28027.9,28030.5,1.57617,
2869,28035.9,1,0,67,5,28035.9,28045.5,0,
2870,28061.4,1,0,70,5,28061.4,28068.4,0,
2871,28063.8,2,0,70,5,28068.4,28071.4,4.53906,
2872,28068.3,3,1,70,5,28071.4,28071.7,3.12109,
2873,28075.3,1,0,71,5,28075.3,28083.8,0,
2874,28077.1,2,0,71,5,28083.8,28091.8,6.67188,
2875,28082.4,3,1,72,5,28091.8,28093.1,9.3457,
2876,28083.7,4,2,72,5,28093.1,28096.7,9.38281,
2877,28102.5,1,0,74,5,28102.5,28112.8,0,
2878,28119.5,1,0,75,5,28119.5,28127.1,0,
2879,28120.9,2,0,76,5,28127.1,28129.2,6.27148,
2880,28123.3,3,1,76,5,28129.2,28131.8,5.94336,
2881,28134.1,1,0,77,5,28134.1,28135.1,0,
2882,28142,1,0,78,5,28142,28148.7,0,
2883,28148.7,2,0,78,5,28148.7,28150.9,0.0273438,
2884,28149.1,2,0,78,5,28150.9,28162.1,1.82422,
2885,28171.4,1,0,81,5,28171.4,28173,0,
2886,28181.6,1,0,82,5,28181.6,28182.2,0,
2887,28191.8,1,0,83,5,28191.8,28192.6,0,
2888,28200,1,0,83,5,28200,28205.9,0,
2889,28233.5,1,0,87,5,28233.5,28240,0,
2890,28234.6,2,0,87,5,28240,28251.5,5.39648,
2891,28235.5,3,1,87,5,28251.5,28252.3,15.959,
2892,28244.1,3,1,88,5,28252.3,28262.5,8.22656,
2893,28248.1,4,2,88,5,28262.5,28274,14.4219,
2894,28249,5,3,88,5,28274,28275.4,25.0078,
2895,28263.7,3,1,90,5,28275.4,28282.6,11.6387,
2896,28268.2,4,2,90,5,28282.6,28290.3,14.4121,
2897,28275.8,3,1,91,5,28290.3,28291.5,14.5723,
2898,28288.3,3,1,92,5,28291.5,28300.2,3.1543,
2899,28295.4,2,0,93,5,28300.2,28300.7,4.85742,
2900,28315.1,1,0,95,5,28315.1,28321.5,0,
2901,28316.6,2,0,95,5,28321.5,28330.2,4.84766,
2902,28330,2,0,97,5,28330.2,28341,0.166016,
2903,28345,1,0,98,5,28345,28347.4,0,
2904,28351.3,1,0,99,5,28351.3,28360.8,0,
2905,28352.5,2,0,99,5,28360.8,28374.9,8.32812,
2906,28360.9,2,0,100,5,28374.9,28376.5,13.9512,
2907,28372.5,3,1,101,5,28376.5,28383.8,3.98047,
2908,28378.8,2,0,101,5,28383.8,28388.9,4.97852,
2909,28381.6,3,1,102,5,28388.9,28389.9,7.31836,
2910,28387,3,1,102,5,28389.9,28392.3,2.88281,
2911,28388.5,4,2,102,5,28392.3,28396.2,3.77148,
2912,28403.6,1,0,104,5,28403.6,28414.5,0,
2913,28405.5,2,0,104,5,28414.5,28426.6,9.01953,
2914,28406,3,1,104,5,28426.6,28427.6,20.6113,
2915,28406.9,4,2,104,5,28427.6,28433.9,20.6914,
2916,28466.9,1,0,110,5,28466.9,28467.1,0,
2917,28492.6,1,0,113,5,28492.6,28496.5,0,
2918,28510.1,1,0,115,5,28510.1,28518.4,0,
2919,28536,1,0,117,5,28536,28537.8,0,
2920,28546.8,1,0,118,5,28546.8,28547,0,
2921,28566.9,1,0,120,5,28566.9,28571.5,0,
2922,28579.6,1,0,121,5,28579.6,28581.7,0,
2923,28600,1,0,124,5,28600,28603.4,0,
2924,28608.7,1,0,124,5,28608.7,28610.4,0,
2925,28610.1,2,0,125,5,28610.4,28610.7,0.257812,
2926,28622.9,1,0,126,5,28622.9,28624.7,0,
2927,28624,2,0,126,5,28624.7,28625.8,0.701172,
2928,28633.4,1,0,127,5,28633.4,28635,0,
2929,28644.1,1,0,128,5,28644.1,28645.8,0,
2930,28647.3,1,0,128,5,28647.3,28651.5,0,
2931,28653.6,1,0,129,5,28653.6,28677.1,0,
2932,28663.3,2,0,130,5,28677.1,28678.3,13.8613,
2933,28668.3,3,1,130,5,28678.3,28681.3,10.0078,
2934,28675.8,4,2,131,5,28681.3,28688,5.4707,
2935,28681.7,2,0,132,5,28688,28691.4,6.29102,
2936,28701.5,1,0,134,5,28701.5,28706.1,0,
2937,28707.7,1,0,134,5,28707.7,28708.9,0,
2938,28735.8,1,0,137,5,28735.8,28737.8,0,
2939,28748.1,1,0,138,5,28748.1,28751.7,0,
2940,28757.7,1,0,139,5,28757.7,28766.9,0,
2941,28760.5,2,0,140,5,28766.9,28767.7,6.42773,
2942,28771.9,1,0,141,5,28771.9,28774.1,0,
2943,28775.4,1,0,141,5,28775.4,28777.4,0,
2944,28785.1,1,0,142,5,28785.1,28799.9,0,
2945,28794.8,2,0,143,5,28799.9,28803.5,5.11328,
2946,28817.5,1,0,1,6,28817.5,28818,0,
2947,28839.5,1,0,3,6,28839.5,28840.2,0,
2948,28846,1,0,4,6,28846,28848.7,0,
2949,28854.7,1,0,5,6,28854.7,28860.4,0,
2950,28875.7,1,0,7,6,28875.7,28877.6,0,
2951,28883.5,1,0,8,6,28883.5,28885.9,0,
2952,28908.8,1,0,10,6,28908.8,28908.8,0,
2953,28917.6,1,0,11,6,28917.6,28927.4,0,
2954,28921.8,2,0,12,6,28927.4,28943.2,5.67969,
2955,28925.2,3,1,12,6,28943.2,28944.9,17.9609,
2956,28930,3,1,13,6,28944.9,28961.5,14.8496,
2957,28931.5,4,2,13,6,28961.5,28966.3,30.0977,
2958,28941.1,5,3,14,6,28966.3,28970.8,25.2578,
2959,28951.3,4,2,15,6,28970.8,28981.3,19.4707,
2960,28977.9,2,0,17,6,28981.3,28983.8,3.35742,
2961,28980.6,3,1,18,6,28983.8,28985.8,3.17383,
2962,28987.3,1,0,18,6,28987.3,28989.6,0,
2963,28994.8,1,0,19,6,28994.8,29002.9,0,
2964,29010.6,1,0,21,6,29010.6,29011.2,0,
2965,29017.2,1,0,21,6,29017.2,29022.8,0,
2966,29022.8,2,0,22,6,29022.8,29023,0.015625,
2967,29023.1,1,0,22,6,29023.1,29025.2,0,
2968,29023.4,2,0,22,6,29025.2,29026.3,1.76758,
2969,29033.4,1,0,23,6,29033.4,29035.7,0,
2970,29059.2,1,0,25,6,29059.2,29063.6,0,
2971,29063.2,2,0,26,6,29063.6,29064.7,0.365234,
2972,29063.8,2,0,26,6,29064.7,29066.8,0.884766,
2973,29099.2,1,0,29,6,29099.2,29100.1,0,
2974,29122.3,1,0,32,6,29122.3,29138,0,
2975,29136.4,2,0,33,6,29138,29139,1.60156,
2976,29151.5,1,0,35,6,29151.5,29152.8,0,
2977,29153.4,1,0,35,6,29153.4,29157,0,
2978,29162.9,1,0,36,6,29162.9,29168.9,0,
2979,29166.7,2,0,36,6,29168.9,29177.3,2.22656,
2980,29171.9,2,0,37,6,29177.3,29177.7,5.38281,
2981,29188.3,1,0,38,6,29188.3,29189.6,0,
2982,29206.2,1,0,40,6,29206.2,29206.8,0,
2983,29215,1,0,41,6,29215,29225.1,0,
2984,29228.9,1,0,42,6,29228.9,29236.7,0,
2985,29231.6,2,0,43,6,29236.7,29239,5.01367,
2986,29242.9,1,0,44,6,29242.9,29247.2,0,
2987,29256.1,1,0,45,6,29256.1,29260.4,0,
2988,29264,1,0,46,6,29264,29264.4,0,
2989,29277.6,1,0,47,6,29277.6,29280.5,0,
2990,29277.9,2,0,47,6,29280.5,29281.8,2.64453,
2991,29284.7,1,0,48,6,29284.7,29286,0,
2992,29298,1,0,49,6,29298,29300.6,0,
2993,29311.4,1,0,51,6,29311.4,29313.6,0,
2994,29312.5,2,0,51,6,29313.6,29325.9,1.06445,
2995,29313.1,3,1,51,6,29325.9,29335.8,12.752,
2996,29327.2,2,0,52,6,29335.8,29336.6,8.64648,
2997,29345,1,0,54,6,29345,29350.9,0,
2998,29375.4,1,0,57,6,29375.4,29382,0,
2999,29383.7,1,0,58,6,29383.7,29389.8,0,
3000,29391.2,1,0,59,6,29391.2,29399.4,0,
3001,29395.9,2,0,59,6,29399.4,29401.8,3.49805,
3002,29418.9,1,0,61,6,29418.9,29419.5,0,
3003,29425.3,1,0,62,6,29425.3,29438.3,0,
3004,29427.4,2,0,62,6,29438.3,29442.8,10.918,
3005,29429.8,3,1,62,6,29442.8,29445.7,12.9922,
3006,29434.4,4,2,63,6,29445.7,29448.7,11.2402,
3007,29436.9,5,3,63,6,29448.7,29474.1,11.7969,
3008,29449.4,2,0,64,6,29474.1,29474.2,24.707,
3009,29451.3,3,1,65,6,29474.2,29474.7,22.8223,
3010,29467.3,4,2,66,6,29474.7,29477.1,7.33008,
3011,29468.3,5,3,66,6,29477.1,29478,8.74609,
3012,29471,6,4,67,6,29478,29485.8,6.9707,
3013,29479,2,0,67,6,29485.8,29488.1,6.81055,
3014,29483.1,3,1,68,6,29488.1,29488.3,4.93164,
3015,29506.1,1,0,70,6,29506.1,29508.8,0,
3016,29507.9,2,0,70,6,29508.8,29510.8,0.949219,
3017,29513.3,1,0,71,6,29513.3,29517.2,0,
3018,29520.8,1,0,72,6,29520.8,29528.8,0,
3019,29527.2,2,0,72,6,29528.8,29528.9,1.62305,
3020,29539.8,1,0,73,6,29539.8,29549.1,0,
3021,29566.5,1,0,76,6,29566.5,29573.1,0,
3022,29572.3,2,0,77,6,29573.1,29574,0.773438,
3023,29576.9,1,0,77,6,29576.9,29579.7,0,
3024,29584.7,1,0,78,6,29584.7,29603.8,0,
3025,29592.3,2,0,79,6,29603.8,29607.6,11.5859,
3026,29607.3,2,0,80,6,29607.6,29618,0.296875,
3027,29615.1,2,0,81,6,29618,29624.1,2.95898,
3028,29639.7,1,0,83,6,29639.7,29645.2,0,
3029,29642.5,2,0,84,6,29645.2,29645.3,2.62891,
3030,29651.7,1,0,85,6,29651.7,29653.4,0,
3031,29652,2,0,85,6,29653.4,29659.5,1.45703,
3032,29654.1,2,0,85,6,29659.5,29660.9,5.44727,
3033,29658.4,3,1,85,6,29660.9,29661.7,2.49414,
3034,29671.9,1,0,87,6,29671.9,29673.1,0,
3035,29702.1,1,0,90,6,29702.1,29703,0,
3036,29702.7,2,0,90,6,29703,29714.3,0.318359,
3037,29724.1,1,0,92,6,29724.1,29727.5,0,
3038,29727,2,0,92,6,29727.5,29740.7,0.53125,
3039,29727.7,2,0,92,6,29740.7,29740.9,12.9062,
3040,29743.6,1,0,94,6,29743.6,29746.7,0,
