Customer,Time of arrival,Number of people at arrival,Which 10 min interval in day,Which day in week,Time of start of service,Departure time,Wait time,
862,12583.8,9,106,1,12705.1,12707.2,121.327,
863,12595.7,10,107,1,12698.3,12702.7,102.542,
864,12603.1,11,108,1,12733,12740.5,129.842,
865,12621.3,10,110,1,12719.2,12727.2,97.8711,
866,12629.4,11,110,1,12729.5,12734.7,100.099,
867,12657.8,9,113,1,12746.1,12748.5,88.2881,
868,12676.4,9,115,1,12770.2,12775.1,93.8135,
869,12684.2,8,116,1,12786.7,12790.3,102.44,
870,12687.7,9,116,1,12796.9,12800.5,109.115,
871,12706.4,9,118,1,12815,12822.2,108.62,
872,12737.2,7,121,1,12814.2,12820.2,76.9766,
873,12749.4,6,122,1,12818.9,12822.5,69.5264,
874,12790.5,5,127,1,12824.1,12828.7,33.6113,
875,12797.8,6,127,1,12863.6,12867.9,65.833,
876,12883.9,1,136,1,12950.4,12961,66.4736,
877,12904.3,2,138,1,12963.7,12969.1,59.3643,
878,12947.9,3,142,1,13012.8,13014.8,64.8896,
879,12951.6,4,143,1,13014.9,13020,63.2969,
880,13175,1,21,2,13226.2,13231.7,51.1592,
881,13201.4,2,24,2,13236.4,13242.1,35.0029,
882,13211.2,3,25,2,13277,13286.6,65.8525,
883,13211.9,4,25,2,13268.1,13279.7,56.2373,
884,13245.6,3,28,2,13288.8,13292,43.1934,
885,13279,4,31,2,13310.6,13313.9,31.6758,
886,13313.4,2,35,2,13348.1,13351.6,34.6641,
887,13321.6,2,36,2,13363.2,13367.2,41.584,
888,13329,3,36,2,13371.7,13376.1,42.6582,
889,13329.2,4,36,2,13383.6,13391.5,54.375,
890,13332.8,5,37,2,13397.7,13402.6,64.874,
891,13395.1,2,43,2,13433.4,13437.9,38.2695,
892,13404.1,2,44,2,13449.4,13454.8,45.2324,
893,13408.5,3,44,2,13461.9,13466.2,53.3945,
894,13411.9,4,45,2,13471.5,13475,59.5215,
895,13431.3,5,47,2,13481.9,13487.2,50.5684,
896,13456.3,4,49,2,13492.3,13496.8,35.9307,
897,13474.4,4,51,2,13507.5,13516.1,33.1387,
898,13476.2,4,51,2,13522.9,13526.9,46.7158,
899,13491.4,4,53,2,13539.4,13542.6,47.9961,
900,13491.9,5,53,2,13550.1,13555.2,58.1924,
901,13493.4,6,53,2,13562.4,13567.5,69.0879,
902,13494.5,7,53,2,13575.5,13580.3,80.9316,
903,13510.8,7,55,2,13596.2,13599.6,85.4375,
904,13514.9,8,55,2,13597.4,13599.5,82.5449,
905,13519.3,8,55,2,13611.7,13614.7,92.3984,
906,13521.6,9,56,2,13621.8,13623.3,100.178,
907,13545,8,58,2,13631.5,13634.2,86.5215,
908,13562.1,8,60,2,13645.4,13650,83.2295,
909,13565.6,9,60,2,13657.2,13662.3,91.5508,
910,13574.4,9,61,2,13668.5,13674,94.1074,
911,13582.6,9,62,2,13680.1,13684.6,97.5547,
912,13585,10,62,2,13694.5,13697.9,109.513,
913,13595.2,11,63,2,13703.6,13713.4,108.354,
914,13596.9,12,63,2,13731.4,13735.7,134.496,
915,13608.4,11,64,2,13713.8,13716.6,105.452,
916,13615.5,11,65,2,13742.7,13747.7,127.16,
917,13628.3,11,66,2,13757.4,13763.5,129.045,
918,13642.2,11,68,2,13764.8,13767.5,122.62,
919,13648.2,12,68,2,13759.5,13767.5,111.299,
920,13655.7,12,69,2,13789.1,13794.8,133.402,
921,13658.2,13,69,2,13792.6,13798.5,134.324,
922,13680.7,12,72,2,13812,13815.6,131.296,
923,13688.5,12,72,2,13806.9,13818.6,118.431,
924,13700.3,12,74,2,13815.8,13819.8,115.418,
925,13705.5,13,74,2,13828.6,13832.4,123.096,
926,13714.8,13,75,2,13861,13865.5,146.22,
927,13722.1,13,76,2,13857.2,13864.8,135.103,
928,13723.2,14,76,2,13881.3,13887.6,158.15,
929,13739.7,14,77,2,13881.1,13887.2,141.391,
930,13745.7,15,78,2,13920.8,13923.9,175.122,
931,13749.6,15,78,2,13909.1,13912.8,159.537,
932,13761,16,80,2,13922.7,13927.9,161.681,
933,13772.6,14,81,2,13939.9,13946.5,167.254,
934,13775.5,15,81,2,13944.3,13949.2,168.726,
935,13780.1,16,82,2,13949,13955.2,168.95,
936,13789.1,17,82,2,13984.7,13990.3,195.558,
937,13798.7,16,83,2,13991.1,13996.1,192.429,
938,13811.2,17,85,2,13993.1,13997.9,181.873,
939,13830.4,15,87,2,14000.3,14016,169.899,
940,13831.4,16,87,2,14052.2,14053.9,220.859,
941,13844.7,16,88,2,14039.1,14043.4,194.404,
942,13846.2,17,88,2,14036.9,14039.3,190.69,
943,13930.7,11,97,2,14051.7,14058.4,120.969,
944,13932.6,12,97,2,14064.3,14069.5,131.695,
945,13940.5,13,98,2,14075.2,14079.1,134.652,
946,13949,13,98,2,14115.1,14117.4,166.166,
947,13951.4,13,99,2,14117.6,14122.4,166.222,
948,13961.3,13,100,2,14108,14111.7,146.713,
949,13980.6,14,102,2,14121.1,14123.8,140.433,
950,13987.8,15,102,2,14135.2,14140.5,147.419,
951,13998.8,13,103,2,14159.4,14163.2,160.651,
952,14015.9,14,105,2,14162.7,14166.8,146.823,
953,14032.8,14,107,2,14163.7,14170.9,130.91,
954,14056.6,12,109,2,14183.1,14190.5,126.518,
955,14122.8,7,116,2,14194.7,14201.8,71.8975,
956,14169,4,120,2,14208,14215.1,39.0234,
957,14241.9,1,128,2,14301.4,14311.9,59.4941,
958,14244.2,2,128,2,14290.1,14293.9,45.9453,
959,14251.1,3,129,2,14301.2,14305.7,50.1318,
960,14257.4,4,129,2,14313.6,14316.6,56.1709,
961,14268,5,130,2,14341.7,14346.5,73.6914,
962,14330.8,2,137,2,14362,14366.4,31.1982,
963,14367.1,1,140,2,14423.8,14426.3,56.791,
964,14379.8,2,141,2,14413.4,14419,33.6289,
965,14460.1,1,6,3,14496,14500,35.835,
966,14468.9,2,6,3,14520.3,14523.9,51.3369,
967,14510.5,2,11,3,14548.3,14551.8,37.873,
968,14623.4,1,22,3,14670.7,14673.4,47.252,
969,14689.2,1,28,3,14718.9,14726,29.6289,
970,14715.4,2,31,3,14751.4,14758.8,35.9932,
971,14719.1,3,31,3,14774.3,14778.1,55.1357,
972,14720.6,4,32,3,14780.7,14785,60.0342,
973,14734.5,4,33,3,14794.7,14797.5,60.1631,
974,14766.3,4,36,3,14810.8,14817.8,44.5254,
975,14802.7,2,40,3,14832.3,14836.1,29.6055,
976,14809.4,3,40,3,14852.6,14857.2,43.2725,
977,14857.7,1,45,3,14891.1,14894.1,33.3799,
978,14869.9,2,46,3,14906.1,14910.5,36.1494,
979,14879,3,47,3,14918.4,14924.1,39.457,
980,14887.3,4,48,3,14937.5,14946.9,50.2441,
981,14895,4,49,3,14946.6,14950.7,51.6113,
982,14903.9,5,50,3,14950.2,14960.7,46.3789,
983,14905.7,6,50,3,14970.6,14973.9,64.8652,
984,14908.6,7,50,3,14985.6,14991.3,77.042,
985,14922.6,7,52,3,14998.9,15004.2,76.2588,
986,14923.8,8,52,3,15009.3,15016.2,85.5078,
987,14926,8,52,3,15023.5,15028.8,97.4814,
988,14934.7,9,53,3,15020.5,15024.3,85.7549,
989,14938.2,10,53,3,15041.6,15046.1,103.476,
990,14940.9,11,54,3,15081.6,15085.8,140.707,
991,14942.6,12,54,3,15059.5,15064.4,116.87,
992,14957.6,11,55,3,15085.4,15088.9,127.8,
993,14975.7,10,57,3,15084.7,15091.8,109.063,
