Customer,Time of arrival,Number of people at arrival,Which 10 min interval in day,Which day in week,Time of start of service,Departure time,Wait time
1381,19761.6,4,104,6,19769.5,19800.4,7.88672
1382,19770.3,3,105,6,19782.2,19811.8,11.9648
1383,19783.3,3,106,6,19793.4,19832.7,10.1367
1384,19791.1,4,107,6,19801.4,19827.9,10.3398
1385,19816.1,3,109,6,19826.3,19867.9,10.1602
1386,19843.4,2,112,6,19855.2,19883.5,11.7773
1387,19843.6,3,112,6,19853.6,19875.7,9.9375
1388,19852,4,113,6,19860.2,19881.7,8.20703
1389,19876.1,3,115,6,19883.2,19918.7,7.08789
1390,19934.7,1,121,6,19939.9,19968.9,5.11719
1391,19939.8,2,121,6,19948.7,19972.6,8.90234
1392,19963.8,3,124,6,19969.1,20005.9,5.32227
1393,20010.8,1,129,6,20019.2,20034.7,8.4375
1394,20017.1,2,129,6,20026,20030.9,8.83594
1395,20026,3,130,6,20036.6,20064.1,10.5371
1396,20065.1,1,134,6,20073.6,20107.4,8.49805
1397,20069.5,2,134,6,20080.5,20092.6,10.9375
1398,20071.3,3,135,6,20081.9,20103.2,10.5215
1399,20163.1,1,0,0,20171,20207.3,7.88086
1400,20203.7,2,4,0,20211.2,20239.6,7.55078
1401,20211.9,2,5,0,20219.1,20236,7.14258
1402,20239.3,2,7,0,20250.1,20274.1,10.8418
1403,20254.6,2,9,0,20266.3,20294.1,11.7715
1404,20328.1,1,16,0,20337.7,20379,9.5625
1405,20339.4,2,17,0,20379,20403.2,39.6133
1406,20377.6,3,21,0,20403.2,20443.9,25.6719
1407,20415.1,2,25,0,20443.9,20472.7,28.7988
1408,20440,3,27,0,20472.7,20501.2,32.6797
1409,20481.7,2,32,0,20501.2,20528.1,19.5293
1410,20487.9,3,32,0,20528.1,20565.8,40.293
1411,20496.6,4,33,0,20565.8,20585.9,69.1367
1412,20518.1,4,35,0,20585.9,20604.9,67.8457
1413,20547.9,4,38,0,20604.9,20638.3,57.0547
1414,20580.2,4,42,0,20610.8,20650.8,30.5664
1415,20598.2,4,43,0,20638.3,20659,40.1602
1416,20600.7,5,44,0,20650.8,20677.1,50.1152
1417,20624.9,5,46,0,20659,20695.4,34.0605
1418,20627.4,6,46,0,20677.1,20714.1,49.7266
1419,20655.9,5,49,0,20695.4,20728,39.543
1420,20657.5,6,49,0,20714.1,20752.8,56.6426
1421,20661.5,6,50,0,20728,20750.1,66.5234
1422,20671.9,7,51,0,20750.1,20780.3,78.2246
1423,20674.1,8,51,0,20752.8,20786.9,78.6992
1424,20688.3,8,52,0,20763.9,20792.3,75.5879
1425,20696.3,8,53,0,20780.3,20814.2,83.9355
1426,20710.4,9,55,0,20780.3,20809.4,69.8555
1427,20719.2,9,55,0,20786.9,20808,67.7012
1428,20720.5,10,56,0,20792.3,20802.2,71.7227
1429,20736.9,10,57,0,20802.2,20820.8,65.3105
1430,20741.1,11,58,0,20808,20844.2,66.9434
1431,20744.7,12,58,0,20809.4,20839.7,64.7109
1432,20746.4,13,58,0,20814.2,20842.6,67.7715
1433,20751.3,13,59,0,20820.8,20854.1,69.4531
1434,20766.8,13,60,0,20839.7,20873.1,72.8848
1435,20770.6,14,61,0,20844.2,20870.9,73.6426
1436,20771,15,61,0,20842.6,20876.3,71.5918
1437,20795.2,13,63,0,20854.1,20885.4,58.8633
1438,20796.3,14,63,0,20870.9,20906.5,74.6328
1439,20801.4,15,64,0,20873.1,20911.3,71.7129
1440,20813.4,13,65,0,20885.4,20914.9,72.0098
1441,20817.1,13,65,0,20876.3,20899.6,59.123
1442,20820.6,14,66,0,20906.5,20928.3,85.8887
1443,20822,14,66,0,20899.6,20918.1,77.6035
1444,20823.1,15,66,0,20911.3,20928.7,88.2148
1445,20849.7,13,68,0,20914.9,20951.4,65.1367
1446,20856.4,13,69,0,20918.1,20943.5,61.7148
1447,20863.4,14,70,0,20928.3,20937.7,64.8516
1448,20870.5,15,71,0,20928.7,20961.3,58.2539
1449,20892.8,12,73,0,20937.7,20978.2,44.9297
1450,20902.3,12,74,0,20943.5,20953.1,41.2168
1451,20903.8,13,74,0,20951.4,20990.5,47.6641
1452,20921.6,10,76,0,20953.1,20965.3,31.4941
1453,20930.7,9,77,0,20961.3,20995,30.6191
1454,20942.2,9,78,0,20965.3,20988.4,23.1016
1455,20948.5,9,78,0,20978.2,21011.2,29.7383
1456,20958.2,8,79,0,20988.4,21013.3,30.1797
1457,20963.8,8,80,0,20990.5,21022,26.7402
1458,20974.4,8,81,0,20995,21021.8,20.6074
1459,21033.6,1,87,0,21043.6,21067.8,9.98633
1460,21035.2,2,87,0,21047.2,21074,12.0527
1461,21040.9,3,88,0,21046.5,21081.6,5.53711
1462,21052.5,4,89,0,21063.8,21098.3,11.3359
1463,21065.7,5,90,0,21074.9,21110.8,9.25781
1464,21070.1,5,91,0,21077.3,21110.2,7.25781
1465,21075.2,5,91,0,21087.2,21118.3,12.043
1466,21080.7,6,92,0,21090.8,21111.1,10.1387
1467,21096.1,6,93,0,21106.6,21134.1,10.4492
1468,21103.4,6,94,0,21113.1,21140.5,9.71875
1469,21105.6,7,94,0,21114.3,21131.2,8.67383
1470,21113.6,5,95,0,21122.3,21142.2,8.73047
1471,21133.3,4,97,0,21143.9,21176,10.6367
1472,21151.8,2,99,0,21163.7,21189.7,11.8789
1473,21154.3,3,99,0,21162.9,21187,8.63281
1474,21187.5,2,102,0,21197.5,21221.6,9.93555
1475,21215.8,2,105,0,21220.9,21260.1,5.12305
1476,21223.7,2,106,0,21232.5,21266.3,8.80078
1477,21227.6,3,106,0,21236.5,21254.3,8.82031
1478,21253.1,4,109,0,21261.7,21285.5,8.53711
1479,21253.2,5,109,0,21263.9,21290.9,10.6816
1480,21262.5,4,110,0,21272.3,21307.6,9.7793
1481,21263.3,5,110,0,21274.5,21307.1,11.2383
1482,21275.4,5,111,0,21284.8,21313.8,9.44531
1483,21296,4,113,0,21306.7,21344.1,10.7188
1484,21307.4,4,114,0,21314.6,21345.6,7.23242
1485,21312,4,115,0,21320.9,21346.2,8.85156
1486,21330.6,4,117,0,21342.8,21375.4,12.1797
1487,21337.4,5,117,0,21349.7,21372.3,12.3027
1488,21340,6,118,0,21350.6,21372,10.6289
1489,21344.8,6,118,0,21356.2,21393.7,11.4219
1490,21347.7,5,118,0,21372,21404.4,24.2832
1491,21357,6,119,0,21375.4,21399.2,18.3926
1492,21359.2,7,119,0,21393.7,21413.9,34.4805
1493,21361.6,8,120,0,21399.2,21429.9,37.6445
1494,21377.6,6,121,0,21404.4,21439.9,26.7246
1495,21381.3,7,122,0,21413.9,21426.9,32.5586
1496,21406.5,5,124,0,21426.9,21457.6,20.3398
1497,21409,6,124,0,21429.9,21462.9,20.877
1498,21440,3,128,0,21451.5,21471.3,11.5
1499,21451.6,4,129,0,21462.3,21496.4,10.7637
1500,21461.6,4,130,0,21472.8,21514.2,11.166
1501,21504.2,2,134,0,21513.8,21541.8,9.62695
1502,21537.9,2,137,0,21545.6,21572.8,7.69531
1503,21626.1,1,2,1,21637.3,21673.1,11.2188
1504,21630.9,2,3,1,21637.8,21673.3,6.89453
1505,21704.3,1,10,1,21715.8,21741.6,11.5273
1506,21709.9,2,10,1,21716.5,21744.4,6.5625
1507,21711.5,3,11,1,21744.4,21782.1,32.9434
1508,21714.1,4,11,1,21782.1,21805,67.9668
1509,21721.5,5,12,1,21805,21844,83.4492
1510,21726.5,6,12,1,21844,21871.9,117.562
1511,21733.7,7,13,1,21871.9,21911.9,138.205
1512,21796.8,5,19,1,21911.9,21933,115.104
1513,21845.9,4,24,1,21933,21974.6,87.0625
1514,21858.2,5,25,1,21974.6,22015.2,116.352
1515,21914.2,4,31,1,22015.2,22045.3,101.008
1516,21920.4,5,32,1,22045.3,22080.6,124.869
1517,21920.9,6,32,1,22070.3,22093.4,149.477
1518,21927.1,7,32,1,22080.6,22104.6,153.439
1519,21934.4,7,33,1,22093.4,22090.3,159.057
1520,21964.9,8,36,1,22090.3,22132.8,125.383
1521,21975.2,8,37,1,22104.6,22132.5,129.375
1522,21980.4,9,38,1,22132.5,22145,152.062
1523,22001.4,10,40,1,22132.8,22166.5,131.406
1524,22009.7,11,40,1,22145,22180.7,135.215
1525,22018,11,41,1,22166.5,22207.9,148.484
1526,22030.4,12,43,1,22180.7,22210,150.268
1527,22037.2,13,43,1,22204.3,22223.2,167.076
1528,22070.3,13,47,1,22210,22239.3,139.658
1529,22072.5,14,47,1,22221.8,22238.5,149.246
1530,22072.8,15,47,1,22207.9,22228.8,135.164
1531,22086.1,15,48,1,22223.2,22252.5,137.039
1532,22097.3,14,49,1,22228.8,22270.1,131.49
1533,22109.5,14,50,1,22238.5,22245.5,128.967
1534,22121.4,15,52,1,22239.3,22277.7,117.889
1535,22126.7,16,52,1,22245.5,22274.9,118.857
1536,22135.8,15,53,1,22252.5,22286.8,116.656
1537,22144.6,16,54,1,22270.1,22304.6,125.42
1538,22146.2,16,54,1,22277.7,22320.6,131.545
1539,22148,17,54,1,22288.1,22328.7,140.152
1540,22149,18,54,1,22274.9,22288.1,125.893
1541,22150.2,19,55,1,22286.8,22322.6,136.521
1542,22159.5,20,55,1,22304.6,22337.1,145.111
1543,22190.5,19,59,1,22320.6,22350.9,130.129
1544,22196.7,20,59,1,22322.6,22353.9,125.812
1545,22204.3,21,60,1,22328.7,22364.9,124.418
1546,22207.9,22,60,1,22337.1,22369.2,129.227
1547,22210.8,21,61,1,22350.9,22377.7,140.098
1548,22211.7,22,61,1,22353.9,22381.3,142.15
1549,22222.6,23,62,1,22369.2,22395.8,146.65
1550,22222.7,24,62,1,22364.9,22395,142.217
1551,22233.7,23,63,1,22377.7,22413.7,144.021
1552,22234.3,24,63,1,22395.8,22412.9,161.492
1553,22234.8,25,63,1,22381.3,22410.5,146.469
1554,22237,26,63,1,22395,22422.7,158.039
1555,22237.4,27,63,1,22410.5,22448.3,173.104
1556,22247.2,25,64,1,22412.9,22446.7,165.629
1557,22249.6,26,64,1,22413.7,22452,164.074
1558,22264.8,26,66,1,22422.7,22440,157.91
1559,22269.7,27,66,1,22440,22482.5,170.295
1560,22294.8,23,69,1,22446.7,22474.7,151.887
1561,22299.5,24,69,1,22448.3,22487.5,148.814
1562,22311.5,24,71,1,22452,22462.5,140.537
1563,22331.6,22,73,1,22462.5,22480.9,130.859
1564,22351.1,21,75,1,22474.7,22495.2,123.658
1565,22379.8,18,77,1,22474.7,22510.3,94.9473
1566,22383.5,18,78,1,22482.5,22521,98.9609
1567,22384,19,78,1,22480.9,22508.7,96.9844
1568,22388.5,20,78,1,22487.5,22530.4,98.957
1569,22397.4,19,79,1,22495.2,22507.4,97.8066
1570,22408.2,20,80,1,22507.4,22537.5,99.166
1571,22419.7,18,81,1,22508.7,22542.9,88.9668
1572,22425,18,82,1,22510.3,22531.3,85.3203
1573,22453.4,15,85,1,22530.4,22552.2,76.9609
1574,22456.3,16,85,1,22521,22546.4,64.6133
1575,22465.5,16,86,1,22531.3,22552.5,65.8867
1576,22507.6,11,90,1,22542.9,22565.4,35.2695
1577,22508.7,11,90,1,22537.5,22570.4,28.7793
1578,22538.7,7,93,1,22546.4,22588.1,7.68555
1579,22550.9,6,95,1,22557.2,22590,6.33203
1580,22551.2,7,95,1,22565.4,22584.6,14.2402
1581,22553.8,6,95,1,22570.4,22610,16.6367
1582,22554.6,7,95,1,22558.9,22596.3,4.34961
1583,22561.6,8,96,1,22584.6,22626.5,23.0352
1584,22562.9,9,96,1,22588.1,22618.5,25.2012
1585,22576.6,8,97,1,22590,22622.4,13.4062
1586,22591.3,6,99,1,22601.5,22636.4,10.2891
1587,22614.4,5,101,1,22625.8,22658.6,11.4395
1588,22614.6,6,101,1,22624.1,22658.4,9.46484
1589,22618.7,6,101,1,22628.6,22663.4,9.99023
1590,22630.3,5,103,1,22641,22668.9,10.6562
1591,22635.2,6,103,1,22643.2,22685.3,8.00586
1592,22646.5,6,104,1,22658.4,22689.8,11.9082
1593,22650.7,7,105,1,22661.4,22686.3,10.7109
1594,22705.1,1,110,1,22713.5,22745.8,8.41992
1595,22750.3,1,115,1,22761.4,22780.5,11.1035
1596,22755.5,2,115,1,22763.2,22792.5,7.71484
1597,22760,3,116,1,22769.8,22811.9,9.75586
1598,22772,4,117,1,22780.8,22807.8,8.76758
1599,22793.1,3,119,1,22804.8,22837.2,11.793
1600,22800.9,4,120,1,22808.2,22832.8,7.30859
1601,22806.5,5,120,1,22818.6,22842.9,12.0176
1602,22834.8,3,123,1,22844.3,22881.4,9.49609
1603,22880.7,2,128,1,22893.2,22908.9,12.4531
1604,22885,2,128,1,22893.2,22917.9,8.17383
1605,22926.5,1,132,1,22936.1,22948.1,9.62305
1606,22943.1,2,134,1,22950.4,22981.3,7.27344
1607,22951.6,2,135,1,22959,22998.5,7.37695
1608,22965.3,3,136,1,22972,23004.2,6.67969
1609,22972.6,4,137,1,22981.3,23015.3,8.69141
1610,22999.6,3,139,1,23008.6,23042.4,9.05273
1611,23006.5,3,140,1,23016.5,23040.1,10.0117
1612,23013.2,4,141,1,23023.3,23062.8,10.0664
1613,23069,1,2,2,23079.9,23096.3,10.9355
1614,23079,2,3,2,23091.6,23124.8,12.541
1615,23126,1,8,2,23134.8,23157.3,8.82812
1616,23126.6,2,8,2,23135.4,23170.1,8.76758
1617,23167.4,2,12,2,23176.8,23205.5,9.42383
1618,23170.5,2,13,2,23205.5,23238.9,35.0547
1619,23206.7,2,16,2,23238.9,23274.5,32.1934
1620,23318.6,1,27,2,23327.7,23359.5,9.08984
1621,23334.6,2,29,2,23359.5,23386.8,24.9609
1622,23339.5,3,29,2,23386.8,23413.4,47.3418
1623,23355.9,4,31,2,23413.4,23425,57.5059
1624,23362.8,4,32,2,23425,23464.8,62.1836
1625,23385.7,5,34,2,23464.8,23485.3,79.0391
1626,23394.2,5,35,2,23485.3,23523,91.1348
1627,23426.1,4,38,2,23508.6,23535.2,82.502
1628,23428.4,5,38,2,23523,23555.8,94.541
1629,23446.1,6,40,2,23535.2,23574.1,89.1328
1630,23460.8,7,42,2,23555.8,23573.5,94.9941
1631,23508.6,6,46,2,23573.5,23615.6,64.9531
1632,23519.6,7,47,2,23584.7,23624.5,65.043
1633,23520.5,8,48,2,23574.1,23584.7,53.6719
1634,23530.5,8,49,2,23615.6,23656.4,85.0625
1635,23543.6,8,50,2,23624.5,23654,80.9512
1636,23565.4,8,52,2,23654,23682.3,88.5508
1637,23567.2,9,52,2,23645.7,23662.1,78.5117
1638,23582.1,8,54,2,23656.4,23680.8,74.3438
1639,23583.4,9,54,2,23662.1,23684.7,78.7695
1640,23585.1,9,54,2,23662.1,23660.7,77.0664
1641,23600.5,10,56,2,23660.7,23690.9,60.2051
1642,23605.8,11,56,2,23680.8,23699.1,74.9785
1643,23629.8,10,58,2,23682.3,23716.5,52.5195
1644,23645.7,11,60,2,23684.7,23719.7,39.0625
1645,23652.1,12,61,2,23690.9,23722.9,38.8379
1646,23659.4,11,61,2,23699.1,23706,39.7637
1647,23665.8,10,62,2,23706,23736,40.2656
1648,23668.3,11,62,2,23716.5,23747.9,48.168
1649,23679.2,12,63,2,23719.7,23751.3,40.5117
1650,23689.1,10,64,2,23722.9,23761.1,33.8457
1651,23703.4,9,66,2,23736,23769,32.5352
1652,23708.2,9,66,2,23747.9,23773.5,39.7012
1653,23711.9,10,67,2,23751.3,23774.5,39.3789
1654,23715.4,11,67,2,23773.5,23798.8,58.0566
1655,23716.8,11,67,2,23761.1,23787.6,44.3281
1656,23719,12,67,2,23774.5,23800.7,55.5391
1657,23723,11,68,2,23769,23801.7,46.002
1658,23729.8,12,68,2,23787.6,23815.1,57.8223
1659,23736.7,12,69,2,23798.8,23825.7,62.0566
1660,23741.4,13,70,2,23800.7,23833.2,59.3301
1661,23757.7,12,71,2,23801.7,23828.5,43.9492
1662,23764,12,72,2,0,0,-23764
1663,23780.4,10,74,2,0,0,-23780.4
1664,23798.5,10,75,2,0,0,-23798.5
1665,23799.9,10,75,2,0,0,-23799.9
1666,23800.5,11,76,2,0,0,-23800.5
1667,23833.8,6,79,2,0,0,-23833.8
