Customer,Time of arrival,Number of people at arrival,Which 10 min interval in day,Which day in week,Time of start of service,Departure time,Wait time
882,12625.9,3,110,1,12635.8,12667.8,9.94336
883,12644.7,2,112,1,12650.9,12678.1,6.22949
884,12645.7,3,112,1,12654.4,12673.3,8.77441
885,12656.7,4,113,1,12666.3,12689.7,9.58789
886,12700.3,1,118,1,12707.2,12742.3,6.87012
887,12704.7,2,118,1,12713.6,12742.7,8.90234
888,12718.2,3,119,1,12727,12755.2,8.78613
889,12719.4,4,119,1,12727.9,12752.2,8.51855
890,12738.2,5,121,1,12749.9,12786.2,11.6582
891,12773.1,2,125,1,12782.3,12824.1,9.23926
892,12777,3,125,1,12785.7,12813.6,8.7168
893,12779.9,4,125,1,12790.6,12827.4,10.7471
894,12789.1,4,126,1,12813.6,12847.3,24.4502
895,12790.7,5,127,1,12824.1,12865.8,33.4131
896,12791.1,6,127,1,12827.4,12859.9,36.2998
897,12846.4,4,132,1,12855.1,12888.6,8.71094
898,12858.1,4,133,1,12869.1,12898,11.0566
899,12884.8,3,136,1,12894.8,12935.2,10.0703
900,12890.1,3,137,1,12899.4,12936,9.2832
901,12957.5,1,143,1,12967.8,12998.5,10.3662
902,12967.4,2,0,2,12975.5,13010.8,8.05371
903,12999.1,2,3,2,13008.9,13028.4,9.74121
904,13059.5,1,9,2,13067.7,13101.8,8.15234
905,13094.8,2,13,2,13105.6,13140.1,10.833
906,13130.9,2,17,2,13140.6,13169.8,9.70801
907,13134,3,17,2,13169.8,13188.5,35.8633
908,13154.1,3,19,2,13188.5,13224.4,34.4385
909,13182.9,3,22,2,13224.4,13243.1,41.4746
910,13241.4,2,28,2,13246.5,13279.2,5.16797
911,13277.2,2,31,2,13287.5,13309.9,10.2422
912,13279.8,2,31,2,13309.9,13331.3,30.1123
913,13294.7,3,33,2,13331.3,13358.4,36.5244
914,13346.6,2,38,2,13358.6,13361.5,12.0293
915,13355.4,3,39,2,13363,13380,7.53809
916,13369.4,2,40,2,13380,13419.5,10.667
917,13381.3,2,42,2,13419.5,13432.8,38.124
918,13387.1,3,42,2,13419.5,13435.8,32.3242
919,13396.8,4,43,2,13432.8,13462.4,36.0703
920,13398.6,5,43,2,13435.8,13473.4,37.2227
921,13427.2,5,46,2,13462.4,13488.9,35.2607
922,13429,6,46,2,13473.4,13515.1,44.3291
923,13439.1,5,47,2,13488.9,13525.1,49.7686
924,13445.7,6,48,2,13515.1,13544.8,69.3867
925,13470.4,6,51,2,13525.1,13565.4,54.6719
926,13470.4,7,51,2,13544.8,13569.1,74.3975
927,13486.2,7,52,2,13563.6,13580.9,77.3604
928,13490.5,7,53,2,13565.4,13594.4,74.8721
929,13493.5,8,53,2,13569.1,13589.2,75.6211
930,13497.8,9,53,2,13580.9,13609.6,83.1094
931,13498.2,10,53,2,13589.2,13624.5,91.0791
932,13499.3,11,53,2,13580.9,13590.8,81.6445
933,13511.4,12,55,2,13590.8,13614.9,79.3945
934,13512.9,13,55,2,13594.4,13621.4,81.4482
935,13517.5,13,55,2,13609.6,13640.4,92.0508
936,13522.5,14,56,2,13614.9,13636.6,92.3965
937,13544.1,14,58,2,13621.4,13646.4,77.3691
938,13551.9,14,59,2,13624.5,13656,72.5928
939,13563.6,15,60,2,13636.6,13674.1,73.0342
940,13566,15,60,2,13640.4,13680.1,74.335
941,13577.7,15,61,2,13656,13682.8,78.3389
942,13578.7,16,61,2,13646.4,13672.4,67.7256
943,13579,17,61,2,13672.4,13701.8,93.4189
944,13590.1,16,63,2,13674.1,13711.3,84.041
945,13590.4,17,63,2,13680.1,13687.3,89.7031
946,13604.8,16,64,2,13687.3,13711.4,82.5039
947,13607.9,17,64,2,13682.8,13722.2,74.8613
948,13618.4,16,65,2,13701.8,13723.3,83.4043
949,13620.3,17,66,2,13711.3,13748.7,91.0332
950,13626.9,16,66,2,13711.4,13737.9,84.4219
951,13631.4,17,67,2,13722.2,13754.6,90.793
952,13653.7,15,69,2,13723.3,13751.6,69.6748
953,13662.3,15,70,2,13737.9,13771,75.6143
954,13670.8,16,71,2,13748.7,13789.7,77.8926
955,13712.1,9,75,2,13751.6,13769.6,39.4766
956,13712.4,10,75,2,13754.6,13778.1,42.1963
957,13730.1,9,77,2,13769.6,13801.7,39.4775
958,13736.4,10,77,2,13771,13798.7,34.5322
959,13760.5,7,80,2,13778.1,13816.7,17.5596
960,13769.8,7,80,2,13789.7,13827.6,19.9268
961,13783.4,6,82,2,13798.7,13827.4,15.3184
962,13794.2,6,83,2,13804.3,13838.9,10.127
963,13813.5,5,85,2,13824.9,13863.7,11.4365
964,13838.4,3,87,2,13849.7,13876.7,11.3242
965,13852.4,3,89,2,13863,13893.6,10.5879
966,13868.8,3,90,2,13880.8,13893.6,12.0254
967,13875.5,4,91,2,13884.5,13917.9,9.07812
968,13909.1,2,94,2,13918.4,13956,9.31152
969,13926.7,2,96,2,13936.9,13963.2,10.1914
970,13938.8,3,97,2,13948.1,13981.8,9.26562
971,13973.6,2,101,2,13984.1,14014.3,10.5098
972,13976,3,101,2,13985.6,14006.5,9.61816
973,13985,3,102,2,13993.6,14020.1,8.55371
974,13987,4,102,2,13996.6,14024,9.61035
975,13987.3,5,102,2,13998.4,14024.2,11.1396
976,13991.1,6,103,2,14006.5,14044.4,15.4199
977,13991.2,7,103,2,14014.3,14049.1,23.1045
978,13999.2,8,103,2,14020.1,14037.9,20.8193
979,14007.3,8,104,2,14024,14051.3,16.6758
980,14009.6,9,104,2,14024.2,14063.7,14.5068
981,14032.9,6,107,2,14042.6,14083.1,9.6709
982,14034,7,107,2,14044.4,14070.8,10.4219
983,14059.7,4,109,2,14071.9,14102.5,12.2188
984,14060.4,5,110,2,14069.7,14097.7,9.30664
985,14065.9,5,110,2,14072.5,14114.3,6.59668
986,14067,6,110,2,14075.7,14088,8.64355
987,14067.9,7,110,2,14083.1,14085.2,15.1719
988,14096.5,4,113,2,14105.2,14142.1,8.75
989,14097.9,4,113,2,14105.8,14140.7,7.94141
990,14113.5,4,115,2,14123.5,14158.3,10.0107
991,14162.5,1,120,2,14172.1,14209.1,9.65332
992,14171.6,2,121,2,14182.4,14198.5,10.8789
993,14188.2,3,122,2,14197.5,14229.9,9.2334
994,14200.7,3,124,2,14210.9,14243.2,10.1816
995,14228.5,3,126,2,14236.8,14258.7,8.33301
996,14229.2,4,126,2,14238.3,14273.1,9.08203
997,14245.9,3,128,2,14255.4,14294.4,9.54297
998,14288,2,132,2,14300,14322,12.0195
999,14336.2,1,137,2,14345.9,14376.4,9.75977
1000,14341.3,2,138,2,14349.4,14389.9,8.09766
1001,14353.2,3,139,2,14363.2,14393.7,9.99707
1002,14440.9,1,4,3,14450.3,14473.2,9.34277
1003,14470.1,2,7,3,14479.3,14515.4,9.16211
1004,14486.4,2,8,3,14496.2,14539.1,9.83301
1005,14508,3,10,3,14518,14555.2,10.0596
1006,14543.8,2,14,3,14554.5,14578.5,10.6553
1007,14571,2,17,3,14582.8,14617.3,11.7842
1008,14613,2,21,3,14623.5,14649.8,10.4375
1009,14698.8,1,29,3,14709.6,14746.6,10.8223
1010,14717,2,31,3,14746.6,14770.7,29.5908
1011,14747.3,2,34,3,14770.7,14798.6,23.4131
1012,14754.8,3,35,3,14798.6,14824.2,43.7676
1013,14777.1,3,37,3,14824.2,14860.4,47.1221
1014,14804.6,3,40,3,14860.4,14882.4,55.7764
1015,14814.3,4,41,3,14860.4,14869.7,46.1396
1016,14825.3,4,42,3,14869.7,14896.3,44.3984
1017,14831.1,5,43,3,14882.4,14900.9,51.2979
1018,14835.3,6,43,3,14896.3,14924.5,60.9824
1019,14884.5,4,48,3,14900.9,14920.1,16.4785
1020,14907.8,3,50,3,14920.1,14952.5,12.3389
1021,14919,4,51,3,14930.1,14957.2,11.0645
1022,14928.9,3,52,3,14957.2,14994.2,28.3008
1023,14929.8,4,52,3,14952.5,14974.4,22.6543
1024,14932.4,5,53,3,14974.4,14996.2,41.9922
1025,14934.4,6,53,3,14994.2,15017.6,59.7998
1026,14939.2,7,53,3,14996.2,15037.7,57.0293
1027,14944.5,8,54,3,15001.5,15027.9,56.9961
1028,14956.7,8,55,3,15027.9,15061.2,71.1758
1029,14960.3,8,56,3,15017.6,15046.3,57.3135
1030,14976.8,8,57,3,15027.9,15063.4,51.0615
1031,14981.3,9,58,3,15037.7,15056.3,56.415
1032,14983.9,10,58,3,15046.3,15074.3,62.3682
1033,14991.4,11,59,3,15056.3,15089.9,64.9326
1034,14997,10,59,3,15061.2,15093.3,64.208
1035,15011,11,61,3,15063.4,15076.2,52.4326
1036,15051,8,65,3,15074.3,15116.7,23.2373
1037,15052.3,9,65,3,15076.2,15108.7,23.835
1038,15065.3,7,66,3,15093.3,15125.6,28.0332
1039,15068,8,66,3,15089.9,15128.3,21.9482
1040,15070.4,9,67,3,15108.7,15135.2,38.2969
1041,15076.1,9,67,3,15116.7,15126.9,40.5723
1042,15080.1,9,68,3,15125.6,15150.7,45.5273
1043,15088.5,10,68,3,15126.9,15166.2,38.4707
1044,15092.8,10,69,3,15128.3,15127.4,35.5332
1045,15104.2,10,70,3,15127.4,15151.6,23.2393
1046,15149.6,4,74,3,15158.1,15192.9,8.53418
1047,15157.2,3,75,3,15165.7,15193.6,8.5293
1048,15158.9,4,75,3,15169,15204.9,10.1738
1049,15178.2,4,77,3,15192.9,15228.9,14.668
1050,15178.6,5,77,3,15186.5,15205.6,7.92676
1051,15190.6,6,79,3,15201.6,15217.7,10.958
1052,15200.6,5,80,3,15209.5,15238.3,8.89062
1053,15216.5,4,81,3,15224.3,15255.7,7.8252
1054,15223.3,4,82,3,15229.5,15249.8,6.28516
1055,15225,5,82,3,15236.6,15253.1,11.6104
1056,15236.6,5,83,3,15244.2,15251.5,7.60547
1057,15253,3,85,3,15262.9,15293.9,9.96582
1058,15265,2,86,3,15273.5,15305.7,8.52246
1059,15284.4,3,88,3,15292.4,15326.8,8.04883
1060,15296.7,3,89,3,15306.7,15323.3,10.0088
1061,15297,4,89,3,15306.2,15337.7,9.24316
1062,15309.8,4,90,3,15320.1,15351.7,10.3184
1063,15313.2,5,91,3,15324,15358.8,10.8447
1064,15336.1,4,93,3,15346,15363.4,9.92188
1065,15336.1,5,93,3,15345.9,15376.3,9.82422
1066,15345.6,5,94,3,15354.7,15381.5,9.10254
1067,15352.1,5,95,3,15360.6,15392,8.55371
1068,15358.7,6,95,3,15368.8,15406.1,10.043
1069,15369.9,5,96,3,15378.3,15402.3,8.40332
1070,15379.3,5,97,3,15389.6,15425.3,10.2793
1071,15389.8,5,98,3,15399.3,15424.3,9.48438
1072,15413.6,3,101,3,15423.2,15465.3,9.64551
1073,15432,2,103,3,15441.5,15426,9.52734
1074,15435.9,3,103,3,15447.6,15456.9,11.6826
1075,15453.9,3,105,3,15462.7,15495,8.84375
1076,15490,2,108,3,15500.6,15539.5,10.6592
1077,15511.5,2,111,3,15520.4,15534.2,8.95605
1078,15517.2,3,111,3,15529,15550.1,11.7832
1079,15523.4,4,112,3,15533.5,15553.1,10.1074
1080,15524.9,5,112,3,15534.2,15569.7,9.30078
1081,15538.6,5,113,3,15549.7,15567.4,11.1191
1082,15555.8,3,115,3,15565.3,15607,9.48242
1083,15585.8,2,118,3,15594,15622.2,8.18164
1084,15597.3,3,119,3,15606.7,15630.4,9.44141
1085,15628.5,2,122,3,15638.8,15666.4,10.2764
1086,15652.1,2,125,3,15659.4,15692.1,7.38672
1087,15663.6,3,126,3,15673,15703.1,9.40625
1088,15681.1,3,128,3,15689.7,15723.6,8.53809
1089,15726.1,1,132,3,15736.5,15767.1,10.3945
1090,15728.9,2,132,3,15737.3,15767.3,8.33789
1091,15802.5,1,140,3,15814.2,15854.5,11.6768
1092,15884.1,1,4,4,15895.7,15918.8,11.6094
1093,15893.9,2,5,4,15905.1,15939.4,11.126
1094,15939.5,1,9,4,15949.7,15978.5,10.1445
1095,15969.5,2,12,4,15979.8,16010.5,10.3389
1096,16010.5,1,17,4,16022.2,16053.4,11.792
1097,16017.8,2,17,4,16053.4,16074.1,35.6006
1098,16051.3,3,21,4,16074.1,16102.1,22.8066
1099,16131.8,1,29,4,16140.8,16162.7,8.9707
1100,16136.7,2,29,4,16162.7,16195.7,26.0254
1101,16147.6,3,30,4,16195.7,16229.3,48.0928
1102,16168.1,3,32,4,16229.3,16260,61.166
1103,16179.4,4,33,4,16260,16292.4,80.5254
1104,16205.2,4,36,4,16292.4,16325.8,87.2109
1105,16232.6,4,39,4,16292.4,16327.4,59.8086
1106,16236.5,5,39,4,16325.8,16351.3,89.2842
1107,16258.5,6,41,4,16327.4,16354.5,68.9268
1108,16273.1,6,43,4,16351.3,16378.4,78.1846
1109,16296.5,6,45,4,16354.5,16380,58.0469
1110,16332.2,5,49,4,16380,16388.9,47.7988
1111,16333.5,6,49,4,16378.4,16395.9,44.9033
1112,16337.9,7,49,4,16388.9,16419.4,50.9775
1113,16344.4,8,50,4,16395.9,16437,51.4473
1114,16353.4,8,51,4,16419.4,16452,65.917
1115,16381,6,54,4,16437,16469.6,56.0547
1116,16397.6,5,55,4,16441.5,16454.5,43.8535
1117,16410.7,6,57,4,16452,16487.1,41.3574
1118,16412.7,7,57,4,16454.5,16495.7,41.7773
1119,16413.7,8,57,4,16462.9,16455.6,49.1484
1120,16429.2,8,58,4,16455.6,16478.1,26.4609
1121,16432.5,9,59,4,16464.5,16489.5,32.0137
1122,16438.3,9,59,4,16478.1,16520.1,39.7891
1123,16452.4,9,61,4,16487.1,16516.4,34.7148
1124,16464.5,8,62,4,16489.5,16512.7,24.9785
1125,16484.2,7,64,4,16495.7,16515.5,11.5586
1126,16510.2,5,67,4,16517.9,16545.4,7.69727
1127,16517.1,3,67,4,16522.4,16543.5,5.32617
1128,16524.5,3,68,4,16534.7,16570.9,10.1934
1129,16525,4,68,4,16532.4,16558.7,7.36914
1130,16530.8,5,69,4,16543.5,16545.1,12.6699
1131,16533.2,6,69,4,16545.1,16582,11.8496
1132,16537.4,7,69,4,16545.8,16568.3,8.40625
1133,16539,8,69,4,16568.3,16590.7,29.332
1134,16539,9,69,4,16558.7,16578.6,19.7109
1135,16542.3,10,70,4,16570.9,16593.7,28.6055
1136,16570.3,6,73,4,16579.7,16604.6,9.38281
1137,16589.8,4,74,4,16598,16627.6,8.22266
1138,16598.3,3,75,4,16604.1,16625.9,5.77734
1139,16606.3,3,76,4,16618.6,16657,12.3438
1140,16609.2,4,76,4,16618.7,16658.5,9.50586
1141,16615.8,5,77,4,16627,16657.2,11.1992
1142,16627.4,5,78,4,16638.7,16672.1,11.293
1143,16633.9,5,79,4,16657,16688.9,23.0781
1144,16653.1,6,81,4,16662,16697,8.92773
1145,16668.5,4,82,4,16676.8,16697,8.28516
1146,16670,5,82,4,16682.4,16704.4,12.4004
1147,16680,5,84,4,16690.5,16712.5,10.498
1148,16697.5,3,85,4,16709.4,16717.9,11.9434
1149,16712,3,87,4,16724.1,16760.1,12.1035
1150,16716,3,87,4,16725.4,16749.9,9.45703
1151,16743.3,3,90,4,16752.4,16769.2,9.04297
1152,16753.8,3,91,4,16765.1,16791.7,11.3535
1153,16764.2,3,92,4,16776.5,16811,12.3789
1154,16779.4,3,93,4,16786.7,16806.2,7.27344
1155,16786.2,4,94,4,16797.8,16826.2,11.5312
1156,16816.2,2,97,4,16827,16854.6,10.7793
1157,16816.8,3,97,4,16825.9,16849.9,9.0918
1158,16834.1,3,99,4,16844.4,16872.9,10.2559
1159,16838.7,4,99,4,16850.9,16887.1,12.2598
1160,16849.2,5,100,4,16859.4,16893.6,10.127
1161,16852,5,101,4,16862.8,16890.5,10.8418
1162,16857.8,5,101,4,16867.9,16889.8,10.1016
1163,16894.8,1,105,4,16905.8,16937.6,10.9785
1164,16913.5,2,107,4,16923.9,16966.2,10.4023
1165,16943.9,2,110,4,16954.8,16972.1,10.8574
1166,16983.1,1,114,4,16993.6,17010.7,10.5078
1167,17000.2,2,116,4,17009.4,17026.4,9.13281
1168,17047.2,1,120,4,17056.1,17085.2,8.90039
1169,17052.3,2,121,4,17063.5,17097.8,11.1699
1170,17068.6,3,122,4,17078.9,17110.5,10.3262
1171,17076.4,4,123,4,17085.8,17096.5,9.41602
1172,17105.5,2,126,4,17115.8,17141.5,10.3945
1173,17122.8,2,128,4,17132.3,17169.9,9.47461
1174,17139.6,3,129,4,17146.9,17174.8,7.38086
1175,17141,4,130,4,17152.8,17188.8,11.8086
1176,17168,4,132,4,17179.6,17204.1,11.6562
1177,17297.7,1,1,5,17305,17338.3,7.27344
1178,17328.4,2,4,5,17340.2,17367.3,11.7012
1179,17367.8,1,8,5,17376.8,17408.1,8.95703
1180,17432.6,1,15,5,17442.7,17472.2,10.1777
1181,17441.9,2,16,5,17472.2,17497.9,30.3242
1182,17519.2,1,23,5,17530.3,17560.7,11.0137
1183,17609,1,32,5,17620.3,17650.4,11.2949
1184,17631.7,2,35,5,17650.4,17650.7,18.7246
1185,17670,1,39,5,17681.2,17700.5,11.2012
1186,17688.1,2,40,5,17700.5,17733,12.4395
1187,17692.5,3,41,5,17732.9,17767.5,40.4395
1188,17713.3,3,43,5,17733,17753.1,19.6641
1189,17722.5,4,44,5,17753.1,17775,30.5938
1190,17732.9,5,45,5,17767.5,17805.7,34.5703
1191,17735.6,5,45,5,17775,17796.4,39.3223
1192,17736.8,6,45,5,17796.4,17836.1,59.6074
1193,17745.1,7,46,5,17805.7,17831,60.6562
1194,17754.1,7,47,5,17831,17841,76.9473
1195,17757.7,8,47,5,17836.1,17843.7,78.3984
1196,17790.1,7,51,5,17841,17842.6,50.9316
1197,17806.6,6,52,5,17842.6,17870.6,36.0195
1198,17809.3,7,52,5,17843.7,17875.4,34.416
1199,17814.8,8,53,5,17870.6,17886.2,55.8535
1200,17818.2,9,53,5,17875.4,17898.3,57.2266
1201,17821.5,10,54,5,17881.1,17919.7,59.5898
1202,17834.1,10,55,5,17886.2,17905.4,52.0547
1203,17842.8,8,56,5,17898.3,17916.8,55.5
1204,17852,8,57,5,17900.5,17922.3,48.4883
1205,17855.2,9,57,5,17905.4,17947.5,50.2012
1206,17860.9,10,58,5,17916.8,17935.7,55.9785
1207,17873.5,10,59,5,17919.7,17958.7,46.2461
1208,17874.4,11,59,5,17935.7,17973.2,61.3516
1209,17879,11,59,5,17922.3,17937.8,43.2812
1210,17883.9,12,60,5,17937.8,17974.9,53.8203
1211,17891,12,61,5,17947.5,17966.7,56.4336
1212,17892,13,61,5,17958.7,17992.9,66.6445
1213,17900.5,13,62,5,17966.7,17982.2,66.2148
1214,17914.2,13,63,5,17974.9,17993.6,60.791
1215,17914.3,14,63,5,17973.2,17999.9,58.8945
1216,17919.4,14,63,5,17982.2,18001.9,62.7715
1217,17921,14,64,5,17992.9,18028,71.877
1218,17927.2,14,64,5,17993.6,18024.9,66.4473
1219,17928.7,15,64,5,18001.9,18031.3,73.2715
1220,17929.6,16,64,5,17999.9,18022,70.3516
1221,17930.9,17,65,5,18022,18048.6,91.0742
1222,17933.5,18,65,5,18028,18063.8,94.5293
1223,17937.8,17,65,5,18031.3,18049.7,93.4238
1224,17938.6,18,65,5,18024.9,18052,86.332
1225,17940.6,19,66,5,18048.6,18064.4,108.021
1226,17950.7,19,67,5,18052,18081,101.338
1227,17952.4,20,67,5,18049.7,18069.6,97.2754
1228,17962.3,20,68,5,18063.8,18088.3,101.473
1229,17967.2,20,68,5,18064.4,18106.8,97.1914
1230,17970.7,21,69,5,18069.6,18092,98.8594
1231,17985,19,70,5,18081,18107.1,96.0254
1232,17988,20,70,5,18088.3,18117.2,100.295
1233,17988.2,21,70,5,18092,18117.4,103.768
1234,17989.5,22,70,5,18106.8,18131.3,117.26
1235,17995.1,21,71,5,18107.1,18134.8,112.018
1236,18003.1,20,72,5,18117.2,18126.9,114.109
1237,18015,21,73,5,18117.4,18153.3,102.359
1238,18017.3,22,73,5,18126.9,18144.9,109.551
1239,18027.9,21,74,5,18131.3,18160.6,103.398
1240,18043.6,20,76,5,18134.8,18166.5,91.1328
1241,18048.6,21,76,5,18150.3,18180.6,101.676
1242,18049.8,20,76,5,18144.9,18168.7,95.0469
1243,18053.9,20,77,5,18153.3,18187.3,99.334
1244,18067.4,19,78,5,18160.6,18181.4,93.2285
1245,18111.5,14,83,5,18166.5,18209,54.9629
1246,18114.5,15,83,5,18180.6,18217.8,66.0723
1247,18114.7,16,83,5,18168.7,18203.9,54.0059
1248,18129.7,14,84,5,18181.4,18206,51.6914
1249,18150.3,12,87,5,18206,18238.4,55.6797
1250,18150.7,13,87,5,18203.9,18238.6,53.2129
1251,18151.1,14,87,5,18187.3,18225.4,36.2793
1252,18174.2,11,89,5,18209,18250.9,34.8008
1253,18183.7,10,90,5,18217.8,18238.6,34.0566
1254,18189.4,10,90,5,18225.4,18264.7,36.0488
1255,18193.5,11,91,5,18238.4,18269.4,44.9277
1256,18197.7,12,91,5,18228.7,18260.2,30.9551
1257,18199.4,13,91,5,18238.6,18228.7,39.1484
1258,18206.6,12,92,5,18238.6,18259,31.9785
1259,18214.1,12,93,5,18250.9,18251.2,36.8125
1260,18220.3,12,94,5,18251.2,18280.9,30.8789
1261,18227.5,12,94,5,18259,18276.6,31.4531
1262,18237.4,13,95,5,18260.2,18281.9,22.8477
1263,18242.5,10,96,5,18264.7,18285.3,22.1875
1264,18258.5,9,97,5,18269.4,18305,10.9492
1265,18259.4,9,97,5,18276.6,18310.7,17.1875
1266,18267.8,8,98,5,18280.9,18311.1,13.0566
1267,18285.1,5,100,5,18294.6,18327.7,9.49609
1268,18288.6,5,100,5,18298.6,18338.5,9.96094
1269,18299.1,6,101,5,18308.8,18339.4,9.68164
1270,18321.6,4,104,5,18333.8,18360.5,12.1309
1271,18343,2,106,5,18353.6,18382.4,10.6387
1272,18343.8,3,106,5,18352.3,18373.9,8.52539
1273,18370.1,3,109,5,18381.2,18405.8,11.1699
1274,18370.6,4,109,5,18379.8,18406.6,9.24414
1275,18373.2,5,109,5,18383.3,18403.3,10.166
1276,18375.5,5,109,5,18386.6,18412.9,11.1445
1277,18380.2,6,110,5,18388.9,18422.8,8.74609
1278,18388.8,6,110,5,18403.3,18439.3,14.5
1279,18401.7,7,112,5,18412,18451.3,10.3262
1280,18410,5,113,5,18419.8,18454.6,9.79102
1281,18413.2,5,113,5,18422.8,18465,9.57227
1282,18437.8,5,115,5,18447.9,18465.6,10.0137
1283,18504.6,1,122,5,18515.7,18547.9,11.0801
1284,18518,2,123,5,18526.2,18544.9,8.19141
1285,18524.8,3,124,5,18533,18559.4,8.14844
1286,18528.7,4,124,5,18544.9,18559.3,16.1855
1287,18544.8,5,126,5,18555,18570.1,10.127
1288,18552.3,4,127,5,18564,18583.6,11.6953
1289,18581,2,130,5,18589.2,18629.8,8.28906
1290,18598,2,131,5,18608.7,18649.1,10.7676
1291,18615.9,3,133,5,18621.2,18642.9,5.33008
1292,18626.9,4,134,5,18636.3,18668.6,9.36719
1293,18656.4,2,137,5,18667.4,18700.6,10.9199
1294,18703.8,1,142,5,18714.4,18747.3,10.5938
1295,18716.8,2,143,5,18728.1,18765,11.3281
1296,18868.6,1,14,6,18877.5,18905.7,8.95508
1297,18874.8,2,15,6,18905.7,18940.1,30.8906
1298,18875.9,3,15,6,18940.1,18960.3,64.1504
1299,18892.2,4,17,6,18960.3,18980.9,68.1523
1300,18898.6,5,17,6,18980.9,19019.1,82.334
1301,18926.7,5,20,6,19019.1,19044.8,92.4121
1302,18951.5,5,23,6,19044.8,19082.2,93.3281
1303,18964.6,5,24,6,19082.2,19090.1,117.607
1304,18966.5,6,24,6,19121.3,19154.8,154.748
1305,18967.4,7,24,6,19090.1,19121.3,122.758
1306,19018.2,7,29,6,19154.8,19186.7,136.643
1307,19055.9,6,33,6,19174.3,19205,118.393
1308,19090.4,5,37,6,19186.7,19216.9,96.2656
1309,19096.1,6,37,6,19205,19236.1,108.887
1310,19103.5,7,38,6,19216.9,19253.8,113.393
1311,19114.5,8,39,6,19236.1,19274.4,121.66
1312,19134.6,8,41,6,19253.8,19289.8,119.172
1313,19148.2,9,42,6,19274.4,19307.3,126.256
1314,19165.6,9,44,6,19289.8,19321.7,124.248
1315,19184.6,10,46,6,19321.7,19341.9,137.084
1316,19185.1,11,46,6,19307.3,19334.2,122.221
1317,19194.7,11,47,6,19321.7,19349.3,126.988
1318,19198.8,12,47,6,19334.2,19356,135.387
1319,19212.4,12,49,6,19341.9,19365.4,129.535
1320,19218.3,12,49,6,19341.9,19370.7,123.615
1321,19226.4,13,50,6,19349.3,19377,122.926
1322,19247,13,52,6,19356,19391.1,108.938
1323,19247.2,14,52,6,19365.4,19397,118.197
1324,19258.9,14,53,6,19370.7,19395,111.814
1325,19261,15,54,6,19377,19410.9,115.986
1326,19262.3,16,54,6,19391.1,19416.3,128.779
1327,19273.9,17,55,6,19395,19431.9,121.088
1328,19277.3,17,55,6,19397,19424.3,119.699
1329,19283.1,18,56,6,19410.9,19434.2,127.758
1330,19290.4,18,57,6,19416.3,19452.4,125.936
1331,19290.5,19,57,6,19424.3,19449.2,133.803
1332,19309.7,19,58,6,19431.9,19454,122.17
1333,19313.5,20,59,6,19449.2,19487.9,135.662
1334,19313.8,21,59,6,19434.2,19458.3,120.367
1335,19328.4,21,60,6,19454,19491.9,125.65
1336,19332.7,22,61,6,19452.4,19471,119.688
1337,19343.2,21,62,6,19458.3,19485,115.143
1338,19350.9,21,63,6,19471,19505.9,120.008
1339,19352.3,22,63,6,19485,19518.3,132.678
1340,19359.5,22,63,6,19487.9,19515.8,128.369
1341,19366.5,22,64,6,19491.9,19529,125.367
1342,19369.5,23,64,6,19505.9,19537.9,136.441
1343,19372.3,23,65,6,19515.8,19538.1,143.422
1344,19386.2,23,66,6,19518.3,19543.4,132.066
1345,19391.2,23,67,6,19529,19561.1,137.859
1346,19397.3,22,67,6,19537.9,19550.5,140.652
1347,19408.2,23,68,6,19538.1,19568.4,129.951
1348,19414.9,23,69,6,19543.4,19566.7,128.42
1349,19427.3,22,70,6,19550.5,19566.1,123.227
1350,19431.3,23,71,6,19561.1,19565.2,129.809
1351,19434.8,22,71,6,19565.2,19593.6,130.354
1352,19440,23,72,6,19566.1,19588,126.057
1353,19441.2,24,72,6,19566.7,19599.3,125.486
1354,19447.6,25,72,6,19568.4,19606.3,120.779
1355,19457.9,23,73,6,19588,19600.8,130.047
1356,19461.9,23,74,6,19593.6,19621.5,131.695
1357,19463,24,74,6,19593.6,19622.8,130.545
1358,19466.3,25,74,6,19599.3,19626,133.031
1359,19468.1,26,74,6,19600.8,19637.8,132.684
1360,19474.8,26,75,6,19606.3,19638.8,131.484
1361,19480.6,27,76,6,19622.8,19648.7,142.156
1362,19480.8,28,76,6,19621.5,19652,140.746
1363,19490.1,27,77,6,19626,19643.5,135.906
1364,19508.4,26,78,6,19637.8,19671.8,129.33
1365,19525.7,25,80,6,19643.5,19663.6,117.785
1366,19529.1,25,80,6,19638.8,19665.5,109.688
1367,19543.5,23,82,6,19648.7,19677.7,105.201
1368,19549.6,24,82,6,19652,19683.6,102.42
1369,19589.7,18,86,6,19663.6,19684.7,73.8418
1370,19594.1,18,87,6,19665.5,19678.8,71.3867
1371,19595.1,19,87,6,19677.7,19696.1,82.6543
1372,19595.1,20,87,6,19671.8,19705,76.6348
1373,19597.5,21,87,6,19678.8,19705.4,81.2949
1374,19599.7,21,87,6,19683.6,19722,83.9707
1375,19636.9,17,91,6,19684.7,19717.1,47.8457
1376,19680.1,8,96,6,19696.1,19722.4,15.9258
1377,19699.9,6,97,6,19706.5,19731.6,6.53906
1378,19721,4,100,6,19728.5,19763.5,7.5
1379,19730.2,3,101,6,19741,19762.2,10.7559
1380,19733.8,3,101,6,19741.4,19771.4,7.62305
