Customer,Time of arrival,Number of people at arrival,Which 10 min interval in day,Which day in week,Number of people at station 0 at arrival,Number of people in queue at station 0 at arrival,Number of active servers in station 0,Number of people at station 1 at arrival,Number of people in queue at station 1 at arrival,Number of active servers in station 1,Time of start of service,Departure time,Wait time,
4659,67237.2,1,99,4,1,0,9,0,0,5,67246.4,67250.4,9.14062,
4660,67244.5,2,100,4,2,0,9,0,0,5,67255.1,67260.9,10.6094,
4661,67261.9,1,102,4,1,0,9,0,0,5,67270.1,67274.3,8.19531,
4662,67269.8,2,102,4,2,0,9,0,0,5,67279.5,67285.5,9.76562,
4663,67275,2,103,4,2,0,9,0,0,5,67286.9,67291.7,11.8906,
4664,67277.1,3,103,4,3,0,9,0,0,5,67287.8,67291.9,10.7109,
4665,67280.2,4,104,4,3,0,9,1,0,5,67293,67297.9,12.7734,
4666,67287.3,4,104,4,3,0,9,1,0,5,67296.9,67302.5,9.5625,
4667,67293.6,3,105,4,2,0,9,1,0,5,67304.6,67310,11.0625,
4668,67327.7,1,108,4,1,0,9,0,0,5,67337.6,67343.3,9.84375,
4669,67337.4,2,109,4,2,0,9,0,0,5,67348.3,67354.9,10.9141,
4670,67368.4,1,112,4,1,0,9,0,0,4,67377.1,67381.6,8.69531,
4671,67403.5,1,116,4,1,0,9,0,0,4,67413.7,67418,10.1797,
4672,67423,1,118,4,1,0,9,0,0,4,67433.5,67437.7,10.5703,
4673,67437,2,119,4,1,0,9,1,0,4,67447.8,67453.4,10.7422,
4674,67438.4,2,119,4,2,0,9,0,0,4,67446.8,67451.2,8.41406,
4675,67451.4,2,121,4,1,0,9,1,0,3,67462.7,67467.9,11.2969,
4676,67458.4,2,121,4,2,0,9,0,0,3,67471.7,67477.5,13.3438,
4677,67497.7,1,125,4,1,0,9,0,0,3,67506.2,67510.4,8.50781,
4678,67510.1,2,127,4,1,0,9,1,0,3,67518.1,67520.7,8,
4679,67512.1,2,127,4,2,0,9,0,0,3,67520.8,67525.1,8.69531,
4680,67515.1,3,127,4,3,0,9,0,0,3,67525.4,67530.2,10.2422,
4681,67530.8,1,129,4,1,0,9,0,0,3,67539,67546.2,8.1875,
4682,67563,1,132,4,1,0,9,0,0,3,67573.4,67577.9,10.3906,
4683,67590.1,1,135,4,1,0,8,0,0,3,67599.4,67601.9,9.28125,
4684,67606.9,1,136,4,1,0,8,0,0,3,67616.7,67622.2,9.8125,
4685,67610.2,2,137,4,2,0,8,0,0,3,67622.9,67629.4,12.7734,
4686,67711.2,1,3,5,1,0,8,0,0,2,67719.7,67723.8,8.50781,
4687,67879.1,1,19,5,1,0,5,0,0,1,67888.3,67891.5,9.19531,
4688,67908.5,1,22,5,1,0,5,0,0,1,67919.3,67923.4,10.8281,
4689,67963.3,1,28,5,1,0,5,0,0,1,67974.2,67979.7,10.8984,
4690,68011.5,1,33,5,1,0,5,0,0,1,68022.8,68029,11.2969,
4691,68028.8,2,34,5,1,0,5,1,0,1,68037.4,68039.9,8.625,
4692,68083.8,1,40,5,1,0,5,0,0,1,68097.5,68103.6,13.6406,
4693,68085.4,2,40,5,2,0,5,0,0,1,68094.1,68097.5,8.69531,
4694,68092.8,3,41,5,3,0,5,0,0,1,68103.6,68109.6,10.8359,
4695,68116,1,43,5,1,0,5,0,0,1,68125.5,68130.4,9.48438,
4696,68120.3,2,44,5,2,0,5,0,0,1,68131.5,68139,11.2031,
4697,68134.5,2,45,5,1,0,6,1,0,2,68142.7,68146.1,8.24219,
4698,68136.9,3,45,5,2,0,6,1,0,2,68145.9,68150.2,8.96875,
4699,68163.1,1,48,5,1,0,6,0,0,2,68170.1,68175.8,7.03906,
4700,68170.1,2,49,5,2,0,6,0,0,2,68179.2,68182.3,9.10938,
4701,68177.7,2,49,5,2,0,6,0,0,2,68187.2,68191.1,9.5625,
4702,68192.3,1,51,5,1,0,6,0,0,2,68202.5,68206.6,10.2422,
4703,68200.6,2,52,5,2,0,6,0,0,2,68211.5,68215.8,10.8984,
4704,68215.7,2,53,5,1,0,6,1,0,2,68228.1,68234.8,12.3984,
4705,68231.2,2,55,5,1,0,6,1,0,2,68243,68248,11.8672,
4706,68249,1,56,5,1,0,6,0,0,2,68258.2,68261.9,9.22656,
4707,68275.6,1,59,5,1,0,6,0,0,2,68286.6,68291.7,11.0469,
4708,68279.3,2,59,5,2,0,6,0,0,2,68289.8,68292.9,10.4922,
4709,68292.6,2,61,5,1,0,6,1,0,3,68301.1,68305.8,8.50781,
4710,68297.4,2,61,5,2,0,6,0,0,3,68306.9,68312.4,9.5,
4711,68301.7,3,62,5,2,0,6,1,0,4,68310.9,68317.5,9.19531,
4712,68303.2,4,62,5,3,0,6,1,0,4,68311.7,68315.8,8.50781,
4713,68310.9,4,63,5,2,0,9,2,0,4,68318.1,68324.9,7.1875,
4714,68312,5,63,5,2,0,9,3,0,4,68321.4,68327.4,9.39844,
4715,68327.5,1,64,5,1,0,9,0,0,4,68338.2,68345.5,10.7109,
4716,68332.3,2,65,5,2,0,9,0,0,4,68340.8,68345.3,8.5,
4717,68332.8,3,65,5,3,0,9,0,0,4,68343.5,68346.1,10.7422,
4718,68334.1,4,65,5,4,0,9,0,0,4,68343.5,68349.5,9.38281,
4719,68344.7,5,66,5,1,0,9,4,0,4,68352,68358.9,7.29688,
4720,68347.5,3,66,5,2,0,9,1,0,4,68358.2,68362.3,10.7734,
4721,68354.4,3,67,5,2,0,9,1,0,4,68362.5,68369.4,8.11719,
4722,68355.1,4,67,5,3,0,9,1,0,4,68367.4,68370.6,12.3203,
4723,68361.6,4,68,5,3,0,9,1,0,4,68372.3,68376.4,10.7109,
4724,68369.2,4,68,5,2,0,9,2,0,4,68380,68385.3,10.8047,
4725,68373.7,3,69,5,2,0,9,1,0,4,68385.3,68387.9,11.5469,
4726,68375.4,4,69,5,3,0,9,1,0,4,68384.5,68388.8,9.10156,
4727,68392.9,1,71,5,1,0,9,0,0,4,68402.7,68406.9,9.78906,
4728,68396.1,2,71,5,2,0,9,0,0,4,68404.4,68408.8,8.33594,
4729,68408.8,1,72,5,1,0,9,0,0,4,68419.8,68423,11.0547,
4730,68447.3,1,76,5,1,0,9,0,0,4,68458.8,68463.7,11.5312,
4731,68484.5,1,80,5,1,0,9,0,0,4,68493.2,68498.9,8.69531,
4732,68491.7,2,81,5,2,0,9,0,0,4,68499.9,68505.8,8.19531,
4733,68528.9,1,84,5,1,0,9,0,0,4,68540.1,68548.5,11.2031,
4734,68537.5,2,85,5,2,0,9,0,0,4,68547.2,68550.8,9.75,
4735,68565.2,1,88,5,1,0,9,0,0,5,68576.2,68579.9,10.9609,
4736,68583,1,90,5,1,0,9,0,0,5,68595.2,68599.8,12.2109,
4737,68603.7,1,92,5,1,0,9,0,0,5,68612.2,68614.7,8.49219,
4738,68614.4,2,93,5,1,0,9,1,0,5,68625.4,68630.9,10.9609,
4739,68634.3,1,95,5,1,0,9,0,0,5,68646.6,68650.8,12.2344,
4740,68655,1,97,5,1,0,9,0,0,5,68663.2,68668,8.1875,
4741,68692,1,101,5,1,0,9,0,0,5,68702.5,68709.7,10.5078,
4742,68699.7,2,101,5,2,0,9,0,0,5,68710.7,68715.4,10.9609,
4743,68714.1,2,103,5,1,0,9,1,0,5,68725.3,68729.9,11.2031,
4744,68726.7,2,104,5,1,0,9,1,0,5,68736.4,68742.2,9.75,
4745,68735.7,2,105,5,2,0,9,0,0,5,68744.2,68752,8.50781,
4746,68737.3,3,105,5,2,0,9,1,0,5,68749.1,68752.4,11.8594,
4747,68751.7,3,107,5,1,0,9,2,0,5,68760.7,68765.5,9.02344,
4748,68765.4,2,108,5,1,0,9,1,0,5,68777.4,68782.3,11.9297,
4749,68784.9,1,110,5,1,0,9,0,0,5,68795.6,68799.3,10.6875,
4750,68811.8,1,113,5,1,0,9,0,0,4,68822.9,68827.4,11.0625,
4751,68812.6,2,113,5,2,0,9,0,0,4,68821.6,68828.3,9.02344,
4752,68820.4,3,114,5,3,0,9,0,0,4,68831.5,68838.2,11.1406,
4753,68860.9,1,118,5,1,0,9,0,0,4,68871,68877.7,10.1016,
4754,68863.6,2,118,5,2,0,9,0,0,4,68874.6,68880.8,11.0625,
4755,68874.1,3,119,5,2,0,9,1,0,4,68883.6,68889.9,9.5,
4756,68880.1,3,120,5,2,0,9,1,0,3,68890.9,68896.8,10.7969,
4757,68891.5,2,121,5,1,0,9,1,0,3,68901.3,68907,9.8125,
4758,68916.8,1,123,5,1,0,9,0,0,3,68928.7,68935.4,11.8672,
4759,68918.5,2,123,5,2,0,9,0,0,3,68926.4,68932.6,7.97656,
4760,68922.8,3,124,5,3,0,9,0,0,3,68931.2,68936.8,8.375,
4761,68928.3,4,124,5,3,0,9,1,0,3,68938.7,68942.8,10.375,
4762,68934.9,4,125,5,2,0,9,2,0,3,68943.4,68949.2,8.49219,
4763,68946.3,2,126,5,1,0,9,1,0,3,68956.1,68960.2,9.72656,
4764,68949.3,2,126,5,2,0,9,0,0,3,68958.7,68963.4,9.32812,
4765,69040.8,1,136,5,1,0,8,0,0,3,69051.3,69058.5,10.4688,
4766,69042,2,136,5,2,0,8,0,0,3,69053.8,69057.7,11.7422,
4767,69065.2,1,138,5,1,0,8,0,0,3,69075.3,69081.3,10.125,
4768,69090.4,1,141,5,1,0,8,0,0,3,69098.9,69102.6,8.55469,
4769,69111.2,1,143,5,1,0,8,0,0,3,69119.4,69125.4,8.24219,
4770,69114,2,143,5,2,0,8,0,0,3,69122.6,69130.4,8.50781,
4771,69143,1,2,6,1,0,8,0,0,2,69151.6,69157.7,8.625,
4772,69149.4,2,2,6,2,0,8,0,0,2,69157.8,69162.1,8.41406,
4773,69158.3,2,3,6,1,0,8,1,0,2,69169.3,69173.2,10.9453,
4774,69167.3,2,4,6,2,0,8,0,0,2,69177.1,69181.8,9.83594,
4775,69281.4,1,16,6,1,0,5,0,0,1,69290.7,69294.9,9.35938,
4776,69295.5,1,17,6,1,0,5,0,0,1,69306.4,69314.4,10.8984,
4777,69331.4,1,21,6,1,0,5,0,0,1,69342.5,69346.5,11.1406,
4778,69335.9,2,21,6,2,0,5,0,0,1,69346.5,69353.6,10.6172,
4779,69339,3,21,6,3,0,5,0,0,1,69353.6,69357.3,14.5234,
4780,69340.2,4,22,6,4,0,5,0,0,1,69357.3,69361.8,17.0547,
4781,69376.3,1,25,6,1,0,5,0,0,1,69386.4,69391.5,10.0391,
4782,69385.2,2,26,6,2,0,5,0,0,1,69398.7,69402.8,13.5156,
4783,69444.7,1,32,6,1,0,5,0,0,1,69454.4,69459.4,9.66406,
4784,69468.5,1,34,6,1,0,5,0,0,1,69477.6,69481.8,9.10938,
4785,69478.8,2,35,6,1,0,5,1,0,1,69490.6,69495.6,11.8516,
4786,69497.6,1,37,6,1,0,5,0,0,1,69505.9,69510.1,8.25,
4787,69501.3,2,38,6,2,0,5,0,0,1,69512.5,69519.3,11.2578,
4788,69534.1,1,41,6,1,0,5,0,0,1,69542.9,69548.7,8.78125,
4789,69538.9,2,41,6,2,0,5,0,0,1,69548.7,69552.9,9.82812,
4790,69543.6,3,42,6,2,0,5,1,0,1,69554.2,69556.8,10.6094,
4791,69555,2,43,6,1,0,5,1,0,1,69565.4,69569.9,10.375,
4792,69563.7,2,44,6,2,0,5,0,0,1,69572.3,69578,8.625,
4793,69566,3,44,6,2,0,5,1,0,1,69579.1,69586,13.1953,
4794,69588.1,1,46,6,1,0,6,0,0,2,69598.5,69606.3,10.4688,
4795,69614.4,1,49,6,1,0,6,0,0,2,69625.2,69632.6,10.7344,
4796,69623.5,2,50,6,2,0,6,0,0,2,69632.2,69635.7,8.69531,
4797,69638.2,1,51,6,1,0,6,0,0,2,69650,69654.8,11.8516,
4798,69651.7,2,53,6,1,0,6,1,0,2,69662.5,69665.4,10.8047,
4799,69655.9,2,53,6,2,0,6,0,0,2,69664.6,69670.8,8.69531,
4800,69668.5,2,54,6,1,0,6,1,0,2,69680.6,69685.5,12.1406,
4801,69690.2,1,57,6,1,0,6,0,0,2,69701,69705,10.7422,
4802,69690.3,2,57,6,2,0,6,0,0,2,69703.8,69710.9,13.5156,
4803,69702,3,58,6,2,0,6,1,0,2,69711.2,69717.4,9.22656,
4804,69718.8,1,59,6,1,0,6,0,0,2,69729.6,69733.3,10.7969,
4805,69719.4,2,59,6,2,0,6,0,0,2,69728.6,69733.4,9.21875,
4806,69725.1,3,60,6,3,0,6,0,0,3,69734.4,69738.7,9.22656,
4807,69751.9,1,63,6,1,0,9,0,0,4,69762.7,69766.9,10.8281,
4808,69763.9,2,64,6,1,0,9,1,0,4,69776.2,69784,12.3203,
4809,69764,3,64,6,2,0,9,1,0,4,69772.9,69777,8.96875,
4810,69768.6,3,64,6,3,0,9,0,0,4,69777.9,69782.8,9.28125,
4811,69774.7,4,65,6,3,0,9,1,0,4,69785.7,69792.6,11.0625,
4812,69809.7,1,68,6,1,0,9,0,0,4,69820.8,69827.4,11.0547,
4813,69810.5,2,69,6,2,0,9,0,0,4,69821.3,69826,10.7656,
4814,69811.7,3,69,6,3,0,9,0,0,4,69822.6,69825.3,10.9375,
4815,69817.1,4,69,6,4,0,9,0,0,4,69827.6,69830.7,10.4922,
4816,69817.8,5,69,6,5,0,9,0,0,4,69827.1,69832.9,9.28125,
4817,69828.3,3,70,6,1,0,9,2,0,4,69838.6,69844.7,10.2891,
4818,69828.4,4,70,6,2,0,9,2,0,4,69838,69842.6,9.5625,
4819,69833.2,3,71,6,3,0,9,0,0,4,69845.2,69850.8,12.0234,
4820,69833.3,4,71,6,4,0,9,0,0,4,69840.9,69844.5,7.64062,
4821,69836.3,5,71,6,5,0,9,0,0,4,69847.1,69851,10.8281,
4822,69846.4,3,72,6,2,0,9,1,0,4,69856.2,69862.7,9.84375,
4823,69850.1,4,73,6,2,0,9,2,0,4,69857.6,69860.9,7.44531,
4824,69850.9,4,73,6,3,0,9,1,0,4,69863.5,69869.7,12.6562,
4825,69864.8,2,74,6,1,0,9,1,0,4,69873.4,69879.7,8.60938,
4826,69884.2,1,76,6,1,0,9,0,0,4,69892.8,69898.4,8.60938,
4827,69887.2,2,76,6,2,0,9,0,0,4,69895.7,69901.9,8.46875,
4828,69890.7,3,77,6,3,0,9,0,0,4,69901.6,69906.4,10.8984,
4829,69905.8,2,78,6,1,0,9,1,0,4,69915.6,69920.6,9.78906,
4830,69921.2,1,80,6,1,0,9,0,0,4,69931.1,69934.3,9.88281,
4831,69935.3,1,81,6,1,0,9,0,0,4,69944.5,69950.3,9.14062,
4832,69944.8,2,82,6,1,0,9,1,0,4,69955.9,69960.6,11.1562,
4833,69946.9,3,82,6,2,0,9,1,0,4,69955.7,69959.9,8.8125,
4834,69947.2,4,82,6,3,0,9,1,0,4,69957.4,69961.3,10.1797,
4835,69966.1,1,84,6,1,0,9,0,0,4,69975.2,69980,9.05469,
4836,69980.3,1,86,6,1,0,9,0,0,4,69988.7,69996.2,8.375,
4837,69984.6,2,86,6,2,0,9,0,0,4,69995.5,70003.5,10.9062,
4838,70003.3,2,88,6,1,0,9,1,0,5,70014.3,70018.4,10.9766,
4839,70007.1,2,88,6,2,0,9,0,0,5,70015.8,70020.1,8.69531,
4840,70009.1,3,88,6,3,0,9,0,0,5,70018.2,70024.9,9.07812,
4841,70018.7,3,89,6,1,0,9,2,0,5,70028.7,70033.2,10.0469,
4842,70020.1,4,90,6,2,0,9,2,0,5,70027.4,70034.6,7.29688,
4843,70024.3,4,90,6,3,0,9,1,0,5,70035.1,70041.3,10.8281,
4844,70034.8,2,91,6,2,0,9,0,0,5,70044.2,70049.8,9.4375,
4845,70050,1,93,6,1,0,9,0,0,5,70062.8,70066.5,12.7969,
4846,70054.6,2,93,6,2,0,9,0,0,5,70064.9,70070.5,10.2891,
4847,70078.8,1,95,6,1,0,9,0,0,5,70090.7,70096.5,11.9297,
4848,70082.4,2,96,6,2,0,9,0,0,5,70093.4,70100.4,10.9375,
4849,70088,3,96,6,3,0,9,0,0,5,70096.5,70102.5,8.5,
4850,70112.7,1,99,6,1,0,9,0,0,5,70120.9,70125,8.1875,
4851,70115.5,2,99,6,2,0,9,0,0,5,70126,70130.7,10.4844,
4852,70117.9,3,99,6,3,0,9,0,0,5,70125.2,70131.2,7.29688,
4853,70118.2,4,99,6,4,0,9,0,0,5,70130.4,70136.6,12.2109,
4854,70126.5,4,100,6,2,0,9,2,0,5,70136.1,70140.3,9.60156,
4855,70141.2,1,102,6,1,0,9,0,0,5,70153.1,70158.9,11.8906,
4856,70148.5,2,102,6,2,0,9,0,0,5,70159.4,70165.2,10.8984,
4857,70152.5,3,103,6,3,0,9,0,0,5,70163,70169.9,10.4688,
4858,70153.3,4,103,6,3,0,9,1,0,5,70162.6,70166.3,9.28125,
4859,70159.9,4,103,6,3,0,9,1,0,5,70170.9,70176.8,11.0469,
4860,70171.1,2,105,6,1,0,9,1,0,5,70180.2,70184.9,9.07812,
4861,70180.6,2,106,6,1,0,9,1,0,5,70189.2,70195.4,8.53906,
4862,70182.5,3,106,6,2,0,9,1,0,5,70194,70197.6,11.5469,
4863,70208.7,1,108,6,1,0,9,0,0,5,70221.3,70226.1,12.6562,
4864,70218.1,2,109,6,2,0,9,0,0,5,70226.8,70232.8,8.76562,
4865,70232.8,2,111,6,1,0,9,1,0,4,70242.1,70245.7,9.28125,
4866,70236.7,2,111,6,2,0,9,0,0,4,70246.5,70250,9.78906,
4867,70243.9,3,112,6,2,0,9,1,0,4,70253.4,70258.1,9.5625,
4868,70247.4,3,112,6,2,0,9,1,0,4,70258.2,70261.1,10.8047,
4869,70250.5,3,113,6,3,0,9,0,0,4,70260.5,70266.6,10.0312,
4870,70271.7,1,115,6,1,0,9,0,0,4,70282.5,70287.9,10.8047,
4871,70327.4,1,120,6,1,0,9,0,0,3,70336.4,70340.5,8.98438,
4872,70361.4,1,124,6,1,0,9,0,0,3,70369.5,70376.4,8.11719,
4873,70370.8,2,125,6,1,0,9,1,0,3,70381.7,70386,10.8984,
4874,70374.1,3,125,6,2,0,9,1,0,3,70385.2,70390.9,11.0391,
4875,70415.1,1,129,6,1,0,9,0,0,3,70428.5,70431.4,13.3438,
4876,70422.1,2,130,6,2,0,9,0,0,3,70432.9,70437.7,10.7969,
4877,70427.8,3,130,6,3,0,9,0,0,3,70438.7,70446,10.8984,
4878,70436.5,3,131,6,2,0,9,1,0,3,70447.7,70452.7,11.2031,
4879,70504.4,1,138,6,1,0,8,0,0,3,70513.8,70519.6,9.39844,
4880,70507.5,2,138,6,2,0,8,0,0,3,70518.6,70524.5,11.125,
4881,70596.3,1,3,0,1,0,8,0,0,2,70604.8,70610.4,8.53906,
4882,70617,1,5,0,1,0,8,0,0,2,70625.7,70631.3,8.69531,
4883,70617.3,2,5,0,2,0,8,0,0,2,70629.7,70634.2,12.3984,
4884,70622.2,3,6,0,3,0,8,0,0,2,70633.3,70639.8,11.0547,
4885,70720.3,1,16,0,1,0,5,0,0,1,70731.1,70735.1,10.7266,
4886,70741.1,1,18,0,1,0,5,0,0,1,70751.5,70758.1,10.4375,
4887,70771.8,1,21,0,1,0,5,0,0,1,70781.1,70786.1,9.35938,
4888,70818,1,25,0,1,0,5,0,0,1,70826.1,70829.6,8.11719,
4889,70857.7,1,29,0,1,0,5,0,0,1,70868.5,70872.6,10.8359,
4890,70891.3,1,33,0,1,0,5,0,0,1,70901.8,70905.4,10.4844,
4891,70929.6,1,36,0,1,0,5,0,0,1,70940.8,70946.2,11.1562,
4892,70933.4,2,37,0,2,0,5,0,0,1,70946.2,70953,12.75,
4893,70955.4,1,39,0,1,0,5,0,0,1,70967.7,70973.7,12.2344,
4894,70968,2,40,0,1,0,5,1,0,1,70976.7,70981.2,8.69531,
4895,70983.9,1,42,0,1,0,5,0,0,1,70994.7,70999.3,10.8047,
4896,70988.4,2,42,0,2,0,5,0,0,1,70999.3,71005.5,10.9062,
4897,71024.3,1,46,0,1,0,6,0,0,2,71032.9,71036.5,8.60938,
4898,71026.9,2,46,0,2,0,6,0,0,2,71036.6,71042.2,9.75,
4899,71032.9,3,47,0,3,0,6,0,0,2,71042.1,71046.2,9.22656,
4900,71035.8,4,47,0,3,0,6,1,0,2,71044.9,71049.7,9.07812,
4901,71037.1,4,47,0,3,0,6,1,0,2,71046.9,71053.4,9.84375,
4902,71041.4,5,48,0,4,0,6,1,0,2,71052.2,71058.6,10.7734,
4903,71061.9,1,50,0,1,0,6,0,0,2,71069.4,71078.4,7.44531,
4904,71066.3,2,50,0,2,0,6,0,0,2,71077.5,71080.7,11.1406,
4905,71086.6,1,52,0,1,0,6,0,0,2,71097.4,71102.7,10.8047,
4906,71093.1,2,53,0,2,0,6,0,0,2,71102.4,71108,9.22656,
4907,71101.9,3,54,0,2,0,6,1,0,2,71111.2,71117.1,9.35938,
4908,71107.5,3,54,0,2,0,6,1,0,2,71117.2,71120.4,9.78125,
4909,71108.4,3,54,0,3,0,6,0,0,2,71120.8,71127.3,12.3984,
4910,71115.8,4,55,0,3,0,6,1,0,2,71125.3,71130,9.47656,
4911,71116,5,55,0,4,0,6,1,0,2,71127.3,71133,11.2891,
4912,71120,5,56,0,4,0,6,1,0,2,71130,71136.1,10,
4913,71123,5,56,0,4,0,6,1,0,2,71133,71137.3,10,
4914,71129.7,5,56,0,2,0,6,3,1,2,71140.8,71146.5,11.125,
4915,71143.5,2,58,0,1,0,6,1,0,2,71151.5,71154.9,7.97656,
4916,71151.7,2,59,0,1,0,6,1,0,2,71161.8,71173.1,10.125,
4917,71162.6,2,60,0,1,0,6,1,0,3,71173.4,71177.7,10.7812,
4918,71176.8,2,61,0,1,0,6,1,0,3,71185.7,71188.2,8.92188,
4919,71177.7,3,61,0,2,0,6,1,0,3,71187.2,71193.5,9.42969,
4920,71181.2,3,62,0,3,0,6,0,0,4,71191.7,71194.8,10.4922,
4921,71189,3,62,0,2,0,6,1,0,4,71199.1,71204.7,10.0312,
4922,71196.4,2,63,0,2,0,9,0,0,4,71205,71209.2,8.60938,
4923,71201.1,3,64,0,2,0,9,1,0,4,71210.2,71213.9,9.05469,
4924,71204.9,3,64,0,3,0,9,0,0,4,71217.2,71223.2,12.3203,
4925,71205.9,4,64,0,3,0,9,1,0,4,71217.8,71222.5,11.8672,
4926,71206,5,64,0,4,0,9,1,0,4,71218.2,71226.2,12.2109,
4927,71216.2,4,65,0,4,0,9,0,0,4,71227.9,71232.3,11.7344,
4928,71219.2,5,65,0,2,0,9,3,0,4,71231.5,71235.2,12.2344,
4929,71219.6,6,65,0,3,0,9,3,0,4,71229.4,71234.1,9.8125,
4930,71220.6,7,66,0,4,0,9,3,0,4,71228.7,71232.5,8.14062,
4931,71227.4,5,66,0,5,0,9,0,0,4,71239.8,71244.8,12.4297,
4932,71231,6,67,0,3,0,9,3,0,4,71241.8,71247.6,10.7969,
4933,71231,7,67,0,4,0,9,3,0,4,71241.5,71248.7,10.4844,
4934,71250.2,1,69,0,1,0,9,0,0,4,71259.3,71264,9.05469,
4935,71252.4,2,69,0,2,0,9,0,0,4,71259.7,71262.3,7.29688,
4936,71256,3,69,0,3,0,9,0,0,4,71267.8,71273.7,11.8594,
4937,71264.2,2,70,0,2,0,9,0,0,4,71273.2,71276.8,8.92188,
4938,71273.1,3,71,0,2,0,9,1,0,4,71282.1,71286.1,9.05469,
4939,71278,2,71,0,2,0,9,0,0,4,71285.5,71291.7,7.44531,
4940,71278.5,3,71,0,3,0,9,0,0,4,71288.4,71293.6,9.83594,
4941,71288.6,3,72,0,1,0,9,2,0,4,71301,71307.9,12.3984,
4942,71289.1,4,72,0,2,0,9,2,0,4,71298.5,71305.2,9.39844,
4943,71290.5,5,73,0,3,0,9,2,0,4,71299.9,71303.3,9.39062,
4944,71297.3,4,73,0,4,0,9,0,0,4,71306.7,71311.2,9.35938,
4945,71300.1,5,74,0,3,0,9,2,0,4,71310.9,71315.6,10.8047,
4946,71320,1,76,0,1,0,9,0,0,4,71332.1,71336.1,12.0234,
4947,71321.4,2,76,0,2,0,9,0,0,4,71333,71339.1,11.6406,
4948,71323.9,3,76,0,3,0,9,0,0,4,71331.5,71339.4,7.64062,
4949,71342.4,1,78,0,1,0,9,0,0,4,71350.6,71354.6,8.1875,
4950,71347.2,2,78,0,2,0,9,0,0,4,71355.9,71358.9,8.69531,
4951,71348.3,3,78,0,3,0,9,0,0,4,71359.9,71369,11.6406,
4952,71357.5,3,79,0,2,0,9,1,0,4,71367,71372.6,9.42969,
4953,71358.1,4,79,0,3,0,9,1,0,4,71370.1,71374.6,12.0234,
4954,71360.1,4,80,0,3,0,9,1,0,4,71371.6,71376.4,11.5469,
4955,71364.2,5,80,0,4,0,9,1,0,4,71375.1,71378.2,10.9375,
4956,71406.8,1,84,0,1,0,9,0,0,4,71417.7,71421.7,10.8984,
4957,71409,2,84,0,2,0,9,0,0,4,71419.5,71425.5,10.4844,
4958,71416.6,3,85,0,3,0,9,0,0,4,71426.6,71432.4,9.94531,
4959,71423.2,3,86,0,2,0,9,1,0,4,71431.8,71434.9,8.60938,
4960,71423.2,4,86,0,3,0,9,1,0,4,71434.4,71440.1,11.125,
4961,71431,4,87,0,3,0,9,1,0,5,71442.5,71448.3,11.5469,
4962,71451.3,1,89,0,1,0,9,0,0,5,71461.2,71464.3,9.83594,
4963,71458.3,2,89,0,2,0,9,0,0,5,71471.5,71477.4,13.1953,
4964,71481,1,92,0,1,0,9,0,0,5,71491.9,71496.4,10.8047,
4965,71494.9,2,93,0,1,0,9,1,0,5,71502.8,71508.4,7.82812,
4966,71522.2,1,96,0,1,0,9,0,0,5,71531.1,71535.4,8.92188,
4967,71522.2,2,96,0,2,0,9,0,0,5,71533.2,71537.3,10.9453,
4968,71529.1,3,96,0,3,0,9,0,0,5,71539.8,71543.1,10.6875,
4969,71547,1,98,0,1,0,9,0,0,5,71557,71561.8,10.0312,
4970,71552.5,2,99,0,2,0,9,0,0,5,71561.6,71565.1,9.04688,
4971,71577.4,1,101,0,1,0,9,0,0,5,71588,71593.7,10.6094,
4972,71580.4,2,102,0,2,0,9,0,0,5,71592.8,71600.9,12.3984,
4973,71598.2,2,103,0,1,0,9,1,0,5,71608.8,71613.3,10.6094,
4974,71608.3,2,104,0,2,0,9,0,0,5,71617,71621.7,8.69531,
4975,71613.7,2,105,0,2,0,9,0,0,5,71622.6,71629.5,8.98438,
4976,71622.8,2,106,0,1,0,9,1,0,5,71631.9,71634.8,9.10938,
4977,71624.6,3,106,0,2,0,9,1,0,5,71633.7,71638.1,9.07812,
4978,71661.8,1,110,0,1,0,9,0,0,5,71671.6,71674.3,9.75,
4979,71667.9,2,110,0,2,0,9,0,0,5,71678.7,71683,10.7422,
4980,71670.6,3,111,0,3,0,9,0,0,4,71679.3,71683.5,8.69531,
4981,71671.7,4,111,0,3,0,9,1,0,4,71683.6,71688.1,11.8906,
4982,71711.2,1,115,0,1,0,9,0,0,4,71721.8,71728.4,10.5078,
4983,71714.6,2,115,0,2,0,9,0,0,4,71724.4,71727.2,9.84375,
4984,71737.2,1,117,0,1,0,9,0,0,4,71746.7,71750.5,9.42969,
4985,71791.8,1,123,0,1,0,9,0,0,3,71802.5,71805.8,10.7266,
4986,71795.9,2,123,0,2,0,9,0,0,3,71802.9,71809.9,7.03906,
4987,71804.5,3,124,0,1,0,9,2,0,3,71812.5,71819.5,7.97656,
4988,71814.7,2,125,0,1,0,9,1,0,3,71824.2,71829,9.47656,
4989,71835.5,1,127,0,1,0,9,0,0,3,71848.1,71852.9,12.6562,
4990,71835.6,2,127,0,2,0,9,0,0,3,71844.3,71848.8,8.78125,
4991,71851,2,129,0,1,0,9,1,0,3,71860.9,71864.1,9.83594,
4992,71882.3,1,132,0,1,0,9,0,0,3,71893.5,71900.1,11.2422,
